condition_id,state_representation,endpoint_mode,operator_pool,seed,n_folds,min_state_events,n_control_draws,comparison,mean_true_policy,mean_comparator,effect,p_greater,n_events,state_mapping_rate
b6j_016,fes_phase,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_within_state_shuffle,-0.004150452808223884,0.003106556797699419,-0.0015408835114057403,0.5269892043182727,462,1.0
b6j_016,fes_phase,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_oracle,-0.004150452808223884,1.112498704331316,-1.1378920844770237,1.0,462,1.0
b6j_017,fes_side,z_reward,full,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,-0.003642977075169712,0.007809037856625963,0.003546004704021854,0.4174330267892843,455,0.9860557768924303
b6j_017,fes_side,z_reward,full,60810,5,8,200,true_policy_vs_frequency_matched_random,-0.003642977075169712,0.01162459049208939,-0.013384504160331358,0.6593362654938025,455,0.9860557768924303
b6j_017,fes_side,z_reward,full,60810,5,8,200,true_policy_vs_performance_matched_random,-0.003642977075169712,0.01957223679226567,-0.008023756229985963,0.62375049980008,455,0.9860557768924303
b6j_017,fes_side,z_reward,full,60810,5,8,200,true_policy_vs_within_state_shuffle,-0.003642977075169712,0.003620303351581397,-0.008304754829626788,0.5841663334666134,455,0.9860557768924303
b6j_017,fes_side,z_reward,full,60810,5,8,200,true_policy_vs_oracle,-0.003642977075169712,1.2239410650761156,-1.2662864511076155,1.0,455,0.9860557768924303
b6j_018,fes_side,z_reward,core_5,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.01759631661767768,0.08747372094444075,-0.0235289431223808,0.8768492602958816,441,0.9860557768924303
b6j_018,fes_side,z_reward,core_5,60810,5,8,200,true_policy_vs_frequency_matched_random,0.01759631661767768,0.026512538454168524,0.015533437991789018,0.343062774890044,441,0.9860557768924303
b6j_018,fes_side,z_reward,core_5,60810,5,8,200,true_policy_vs_performance_matched_random,0.01759631661767768,0.06117738410259062,0.0021002048205993763,0.4730107956817273,441,0.9860557768924303
b6j_018,fes_side,z_reward,core_5,60810,5,8,200,true_policy_vs_within_state_shuffle,0.01759631661767768,0.024046985120894506,0.018222654791452065,0.3310675729708117,441,0.9860557768924303
b6j_018,fes_side,z_reward,core_5,60810,5,8,200,true_policy_vs_oracle,0.01759631661767768,1.0578887394678889,-1.04097511725821,1.0,441,0.9860557768924303
b6j_019,fes_side,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.04232325901419534,0.06620277561344029,0.0009660448119224199,0.47700919632147143,455,0.9860557768924303
b6j_019,fes_side,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_frequency_matched_random,0.04232325901419534,0.01670447746264864,0.029626751513079155,0.2075169932027189,455,0.9860557768924303
b6j_019,fes_side,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_performance_matched_random,0.04232325901419534,0.05747655659583948,0.009345007206054993,0.34986005597760894,455,0.9860557768924303
b6j_019,fes_side,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_within_state_shuffle,0.04232325901419534,0.008736775220183998,0.04051661903621916,0.1487405037984806,455,0.9860557768924303
b6j_019,fes_side,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_oracle,0.04232325901419534,1.067896279433008,-1.0574586163817992,1.0,455,0.9860557768924303
b6j_020,fes_side,z_reward,no_suppress,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,-0.027308667808304078,0.013694370124897914,-0.019608767993319565,0.8028788484606157,451,0.9860557768924303
b6j_020,fes_side,z_reward,no_suppress,60810,5,8,200,true_policy_vs_frequency_matched_random,-0.027308667808304078,0.0037007490175122617,-0.028785517014964516,0.7516993202718912,451,0.9860557768924303
b6j_020,fes_side,z_reward,no_suppress,60810,5,8,200,true_policy_vs_performance_matched_random,-0.027308667808304078,0.010418294225469181,-0.01605665909127822,0.7197121151539384,451,0.9860557768924303
b6j_020,fes_side,z_reward,no_suppress,60810,5,8,200,true_policy_vs_within_state_shuffle,-0.027308667808304078,0.0048812472311728925,-0.025922144761139205,0.7361055577768892,451,0.9860557768924303
b6j_020,fes_side,z_reward,no_suppress,60810,5,8,200,true_policy_vs_oracle,-0.027308667808304078,1.2219141327632141,-1.271912228155021,1.0,451,0.9860557768924303
b6j_021,fes_side,rank_reward,full,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,-0.044738056259613086,-0.005624779679206923,-0.014686994182349207,0.7293082766893243,460,0.9860557768924303
b6j_021,fes_side,rank_reward,full,60810,5,8,200,true_policy_vs_frequency_matched_random,-0.044738056259613086,0.00847177072196399,-0.04548502713901164,0.8904438224710116,460,0.9860557768924303
b6j_021,fes_side,rank_reward,full,60810,5,8,200,true_policy_vs_performance_matched_random,-0.044738056259613086,0.0020850206253975622,-0.023392777548720427,0.7940823670531787,460,0.9860557768924303
b6j_021,fes_side,rank_reward,full,60810,5,8,200,true_policy_vs_within_state_shuffle,-0.044738056259613086,0.005956682111941948,-0.04598978557911453,0.8892443022790884,460,0.9860557768924303
b6j_021,fes_side,rank_reward,full,60810,5,8,200,true_policy_vs_oracle,-0.044738056259613086,1.1117820538752037,-1.1845243027180814,1.0,460,0.9860557768924303
b6j_022,fes_side,rank_reward,core_5,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.01615986984300731,0.051527736421700394,-0.007090894620202117,0.6369452219112355,446,0.9860557768924303
b6j_022,fes_side,rank_reward,core_5,60810,5,8,200,true_policy_vs_frequency_matched_random,0.01615986984300731,0.019903774757920663,0.028130729519706566,0.21951219512195122,446,0.9860557768924303
b6j_022,fes_side,rank_reward,core_5,60810,5,8,200,true_policy_vs_performance_matched_random,0.01615986984300731,0.029294923309080616,0.016047454663027032,0.26229508196721313,446,0.9860557768924303
b6j_022,fes_side,rank_reward,core_5,60810,5,8,200,true_policy_vs_within_state_shuffle,0.01615986984300731,0.01732382750581279,0.026319009517156523,0.23670531787285087,446,0.9860557768924303
