source,representation_arm,topology_arm,metric,value,nearest_target_fraction,abs_error_to_target,is_close_to_target,top4_labels_by_event_strength,resonance_tags
topology_increment_vs_reverse_scaled,reverse_plus_receiver_ab,ring_share_c12_plus_5,abs_increment_over_reverse_fraction,0.10696119100624982,2/11,0.074856990811932,False,,5_or_10_ring_proxy|ring_sharing
topology_increment_vs_reverse_scaled,reverse_plus_receiver_ab,c10,abs_increment_over_reverse_fraction,0.10687979640506194,2/11,0.07493838541311988,False,,5_or_10_ring_proxy
topology_increment_vs_reverse_scaled,reverse_plus_receiver_standpoint_magnitude_ab,c12_reversed,abs_increment_over_reverse_fraction,0.10439736414996263,2/11,0.07742081766821919,False,,unassigned
topology_increment_vs_reverse_scaled,full_self_consistent_rstar,c12_1_2,abs_increment_over_reverse_fraction,0.10207055905020555,2/11,0.07974762276797627,False,,two_step_c12
topology_increment_vs_reverse_scaled,reverse_plus_magnitude_ab,ring_share_c12_plus_7,abs_increment_over_reverse_fraction,0.10167394888368314,2/11,0.08014423293449868,False,,x3_or_7mod12_proxy|ring_sharing
topology_increment_vs_reverse_scaled,reverse_plus_standpoint_magnitude_ab,c14,abs_increment_over_reverse_fraction,0.10038281813494514,2/11,0.08143536368323669,False,,unassigned
topology_increment_vs_reverse_scaled,reverse_plus_standpoint_ab,ring_share_c12_plus_10,abs_increment_over_reverse_fraction,0.09579793012251347,2/11,0.08602025169566835,False,,5_or_10_ring_proxy|ring_sharing
topology_increment_vs_reverse_scaled,full_self_consistent_rstar,c12_side_broken,abs_increment_over_reverse_fraction,0.09570444730312536,2/11,0.08611373451505647,False,,unassigned
topology_increment_vs_reverse_scaled,reverse_plus_magnitude_ab,ring_edge_swapped_c12_1_5,abs_increment_over_reverse_fraction,0.09309603002619614,2/11,0.08872215179198568,False,,5_or_10_ring_proxy|ring_edge_swapped
topology_increment_vs_reverse_scaled,reverse_plus_standpoint_ab,ring_share_c12_plus_7,abs_increment_over_reverse_fraction,0.0928767737979139,2/11,0.08894140802026793,False,,x3_or_7mod12_proxy|ring_sharing
topology_increment_vs_reverse_scaled,reverse_plus_standpoint_magnitude_ab,ring_edge_swapped_c12_1_7,abs_increment_over_reverse_fraction,0.09251010777044834,2/11,0.08930807404773349,False,,x3_or_7mod12_proxy|ring_edge_swapped
topology_increment_vs_reverse_scaled,reverse_plus_standpoint_ab,no_topology_baseline,abs_increment_over_reverse_fraction,0.09242128600465498,2/11,0.08939689581352685,False,,unassigned
topology_increment_vs_reverse_scaled,reverse_plus_magnitude_ab,c12_1_2,abs_increment_over_reverse_fraction,0.09220350187382936,2/11,0.08961467994435246,False,,two_step_c12
topology_increment_vs_reverse_scaled,reverse_plus_magnitude_ab,ring_share_c12_plus_10,abs_increment_over_reverse_fraction,0.08654233361214965,2/11,0.09527584820603217,False,,5_or_10_ring_proxy|ring_sharing
topology_increment_vs_reverse_scaled,reverse_plus_standpoint_magnitude_ab,ring_share_c12_plus_7,abs_increment_over_reverse_fraction,0.08589432799877021,2/11,0.09592385381941161,False,,x3_or_7mod12_proxy|ring_sharing
topology_increment_vs_reverse_scaled,reverse_plus_receiver_standpoint_ab,no_topology_baseline,abs_increment_over_reverse_fraction,0.08431426148093378,2/11,0.09750392033724804,False,,unassigned
topology_increment_vs_reverse_scaled,reverse_plus_standpoint_ab,ring_share_c12_plus_11,abs_increment_over_reverse_fraction,0.0808747394656768,2/11,0.10094344235250502,False,,11mod12_reflective_proxy|ring_sharing
