representation_arm,topology_arm,n_nodes,n_directed_edges,topology_notes,n_seed_events,mean_seed_strength,total_impulse_budget,mean_bounded_differentiated_recovery,sd_bounded_differentiated_recovery,effect_vs_time_shifted,effect_vs_random_event,p_vs_time_shifted_and_random,D12_D24_recovery_improvement,D12_D24_recovery_improvement_sd,D12_recovery,D12_recovery_sd,D24_recovery,D24_recovery_sd,bounded_non_runaway_score,bounded_non_runaway_score_sd,differentiated_recovery,differentiated_recovery_sd,late_window_stability,late_window_stability_sd,mean_phase_locking,mean_phase_locking_sd,n_events_evaluated,n_events_evaluated_sd,non_collapsed_differentiation_score,non_collapsed_differentiation_score_sd,post_event_readout_score,post_event_readout_score_sd
reverse_only_c_to_ab,edge_count_matched_null,12,48,C12 edge-count matched random directed null,132,0.08362926138580282,11.039062502925972,0.0047171556247099285,0.002337639316061022,0.0037220164428941726,0.0027288104918405526,0.08163265306122448,0.005684733315847495,0.0030679953276211702,0.5613337802092807,0.01329515537259983,0.5325015342030809,0.01501966849298424,0.938549031047224,0.0023271836551193082,0.0047171556247099285,0.002337639316061022,0.8143030127610137,0.05097515759848039,0.13770838193265345,0.022142591600019603,101.0,0.0,0.7551853650632708,0.013999259609123838,0.5752996984801708,0.011314084868886657
reverse_only_c_to_ab,phase_target_shuffled_c12,12,48,"C12(1,2) edges with event targets phase-shuffled before simulation",132,0.08362926138580282,11.039062502925972,0.028824555851546363,0.0029808378592988054,0.027150618474610876,0.025918522232306278,0.02040816326530612,0.02971313739541055,0.0038291540529913144,0.5369138949089062,0.009952102280815677,0.5016086779500911,0.01057086818326125,0.9836989714339791,0.0013916239892735472,0.028824555851546363,0.0029808378592988054,0.07036888823075611,0.06237072103892524,0.18443340797222732,0.018516960747855166,101.0,0.0,0.8826759506679297,0.009043471596822289,0.5890021866296837,0.009019237149846933
reverse_only_c_to_ab,ring_edge_swapped_c12_1_5,12,48,C12 ring-edge-swapped control using 1/5 jumps,132,0.08362926138580282,11.039062502925972,0.026145131800529454,0.0021846263929483087,0.011767092582350761,0.006546915605010122,0.04081632653061224,0.02984593290489927,0.0029008776500061228,0.7306894179939157,0.012140098301935503,0.626493858005088,0.016712584674762804,0.9837941321436056,0.0020944551346422286,0.026145131800529454,0.0021846263929483087,0.707129402990959,0.05089417680633311,0.10868630888538683,0.018637370912136547,101.0,0.0,0.8495958444781205,0.011325566289167905,0.7356858464540079,0.010974747444015165
reverse_only_c_to_ab,ring_edge_swapped_c12_1_7,12,48,C12 ring-edge-swapped control using 1/7 jumps,132,0.08362926138580282,11.039062502925972,0.026355087178136328,0.002772956931766608,0.012321113316003374,-0.0019580378947309865,0.3673469387755102,0.029867321168492045,0.0035255417849127295,0.7312723970573346,0.01687395774077262,0.6251189922201323,0.0245415896687611,0.9840572645412266,0.002185196294419904,0.026355087178136328,0.002772956931766608,0.6922677705864397,0.049256997873588976,0.10856385215253246,0.024100252492868998,101.0,0.0,0.8593146261012005,0.015721964572489835,0.7356037237747236,0.015408812443150125
reverse_only_c_to_ab,ring_share_c12_plus_5,12,72,"C12(1,2) with shared 5-ring proxy edges",132,0.08362926138580282,11.039062502925972,0.027727718114796965,0.0024694589023641494,0.014248343267131775,0.005016061445480238,0.02040816326530612,0.03148174787505948,0.002737237916938413,0.7504209363432036,0.014610200202080268,0.6526437714143092,0.020973855795820808,0.9864311097676083,0.0019001156141479996,0.027727718114796965,0.0024694589023641494,0.7201964960061161,0.05779823417997513,0.1000607620322942,0.019344364408642074,101.0,0.0,0.8572244346881844,0.019666785117644237,0.7542281646375609,0.014274944704347422
reverse_only_c_to_ab,ring_share_c12_plus_7,12,72,"C12(1,2) with shared 7 mod 12 proxy edges",132,0.08362926138580282,11.039062502925972,0.02810279848477344,0.0023055873447556164,0.01434260041831501,0.004548021050519237,0.02040816326530612,0.03218789977638908,0.0034437699213191375,0.7502469344333621,0.00957110747309032,0.6522960462788846,0.015993634097833154,0.986982919381265,0.0015421763599562095,0.02810279848477344,0.0023055873447556164,0.7134709478349445,0.04731778859670521,0.09611079366264748,0.01749739745330302,101.0,0.0,0.850157722411864,0.025512861448787366,0.7541581254347219,0.010032979731682967
reverse_only_c_to_ab,ring_share_c12_plus_10,12,48,"C12(1,2) with shared 10-ring proxy edges",132,0.08362926138580282,11.039062502925972,0.03176327312901797,0.0024961199332588246,0.0183353812310761,0.010328914777343035,0.02040816326530612,0.03564380597176496,0.0030880537843615804,0.7695759072474117,0.014899225223786115,0.6867863747693644,0.020744765386928096,0.9829622298554725,0.002836624220258218,0.03176327312901797,0.0024961199332588246,0.6230768466005624,0.08916569941845298,0.09899135988444611,0.025022677050825778,101.0,0.0,0.8556606732521167,0.019377553701598136,0.77302566421374,0.014816810697670494
reverse_only_c_to_ab,ring_share_c12_plus_11,12,48,"C12(1,2) with shared 11 mod 12 reflective proxy edges",132,0.08362926138580282,11.039062502925972,0.03158556241341251,0.00369916267305343,0.018753816904500488,0.0090281577925557,0.02040816326530612,0.03598410486285019,0.004507588528975532,0.7787671077072639,0.017304978502931452,0.6952862941030035,0.019155913839700132,0.9831213915099056,0.0024971567824202097,0.03158556241341251,0.00369916267305343,0.6382328248861607,0.09582395289653806,0.0869012862516332,0.022917292128526345,101.0,0.0,0.8526752550876399,0.01669539976201682,0.7810232455333725,0.016237322663836273
reverse_plus_endpoint_direct_ab,no_topology_baseline,12,0,12 nodes with no coupling edges,131,0.09069227711431294,11.880688301974995,0.026222770982641187,0.002498598071826036,0.007509632997696053,0.010501341016165698,0.02040816326530612,0.031744402000878316,0.0026024347961379896,0.7647795907202264,0.010479842784192811,0.6923663166249169,0.010386764726635942,0.9947562718679109,0.0008702261065794318,0.026222770982641187,0.002498598071826036,0.7253406186066425,0.04007715257968756,0.0785571224031065,0.016074878267901348,104.0,0.0,0.8340869045335616,0.019849629138928182,0.7695337311859357,0.009519002690255142
reverse_plus_endpoint_direct_ab,c12_1_2,12,48,primary Luke/D12RG normalized readout candidate,131,0.09069227711431294,11.880688301974995,0.028575155218980536,0.002931547472854364,0.012625234311511874,0.0038635593965827067,0.08163265306122448,0.032057320556934804,0.00366548369148906,0.7713321342838929,0.015441039332749403,0.7040395393526965,0.021061386333735267,0.9831417131438568,0.0019644733661970683,0.028575155218980536,0.002931547472854364,0.6404039895857537,0.0245925472869306,0.08468037466508842,0.02270943452541921,104.0,0.0,0.867341636173888,0.01648508941846176,0.7756224274443827,0.014647266832715767
reverse_plus_endpoint_direct_ab,c12_reversed,12,48,"C12(1,2) with all directed arrows reversed",131,0.09069227711431294,11.880688301974995,0.028427092325814026,0.002525914940205955,0.012681427837574338,0.014550987844160337,0.02040816326530612,0.03249377342171842,0.0030811431381640763,0.7763785550623267,0.01263738674614585,0.7085126307084249,0.015374726493479601,0.9832835410805901,0.0014235352726776744,0.028427092325814026,0.002525914940205955,0.6349656515950283,0.025361652899123784,0.07967644217398036,0.01982464039530336,104.0,0.0,0.8627154586681319,0.015937946943595113,0.7802688113705273,0.010762791316262088
reverse_plus_endpoint_direct_ab,c12_side_broken,12,48,degree-matched C12 side-correspondence-broken control,131,0.09069227711431294,11.880688301974995,0.010515037921965552,0.0028517878973954866,0.00401696738244101,0.005886915318667505,0.12244897959183673,0.013953701826589407,0.0038492577892641827,0.5777488530907807,0.017941169112077437,0.47251255257236996,0.01683182628554001,0.9529698089489861,0.0024366702939883455,0.010515037921965552,0.0028517878973954866,0.6142565355354805,0.04930329176648171,0.14898162775735413,0.025659393461883426,104.0,0.0,0.8128493875931285,0.008167724806031307,0.584083264709775,0.015520738551776617
reverse_plus_endpoint_direct_ab,c12_shuffled,12,48,C12 capacity-preserving target-shuffled control,131,0.09069227711431294,11.880688301974995,0.0012540097200060293,0.0021201325399710803,-0.0025360663723629695,-0.0003403159644072031,0.6938775510204082,0.001506659383021902,0.002883746495939811,0.5415721956060018,0.01044291105417364,0.5238969623868908,0.01647640782945704,0.9383658753487518,0.002530510336994223,0.0012540097200060293,0.0021201325399710803,0.8190665494568042,0.06695210544758128,0.1699768984799501,0.02064332264686115,104.0,0.0,0.7782903096628013,0.013251284337525775,0.5566834686241452,0.00846124866713886
