heldout_label,selection_mode,selection_value,fold_status,c12_mean,effect_vs_no_topology,effect_vs_reversed,effect_vs_side_broken,effect_vs_shuffled,effect_vs_c10,effect_vs_c11,effect_vs_c13,effect_vs_c14,n_positive_specificity_controls,min_specificity_margin
P12,fixed_top_k,2.0,valid,,,,,,,,,,0,
P13,fixed_top_k,2.0,valid,,,,,,,,,,0,
P14,fixed_top_k,2.0,valid,,,,,,,,,,0,
P15,fixed_top_k,2.0,valid,,,,,,,,,,0,
P16,fixed_top_k,2.0,valid,,,,,,,,,,0,
P17,fixed_top_k,2.0,valid,,,,,,,,,,0,
P18,fixed_top_k,2.0,valid,,,,,,,,,,0,
P19,fixed_top_k,2.0,valid,,,,,,,,,,0,
P2,fixed_top_k,2.0,valid,,,,,,,,,,0,
P20,fixed_top_k,2.0,valid,,,,,,,,,,0,
P21,fixed_top_k,2.0,valid,,,,,,,,,,0,
P22,fixed_top_k,2.0,valid,,,,,,,,,,0,
P23,fixed_top_k,2.0,valid,,,,,,,,,,0,
P24,fixed_top_k,2.0,valid,,,,,,,,,,0,
P25,fixed_top_k,2.0,valid,,,,,,,,,,0,
P26,fixed_top_k,2.0,valid,,,,,,,,,,0,
P3,fixed_top_k,2.0,valid,,,,,,,,,,0,
P4,fixed_top_k,2.0,valid,,,,,,,,,,0,
P5,fixed_top_k,2.0,valid,,,,,,,,,,0,
P6,fixed_top_k,2.0,valid,,,,,,,,,,0,
P7,fixed_top_k,2.0,valid,,,,,,,,,,0,
P8,fixed_top_k,2.0,valid,,,,,,,,,,0,
P9,fixed_top_k,2.0,valid,,,,,,,,,,0,
P1,fixed_top_k,3.0,valid,0.02824065809458585,0.044537135766562846,0.0579462742628146,0.033075453407940845,0.01589750318961517,0.030540804132672263,0.028644895153181586,0.006495109119596425,0.028179625172383628,8,0.006495109119596425
P10,fixed_top_k,3.0,valid,-0.015639223232229955,0.010523475608593066,0.005012279118735231,0.0032893704702068177,-0.028496246032874567,-0.012007613738873352,-0.028008674204458947,-0.02537069963619812,-0.008870669329097816,3,-0.028496246032874567
P11,fixed_top_k,3.0,valid,-0.010151898324679503,-0.0009900234898313244,-0.026322563241308806,2.6012926623518104e-05,-0.005622178371697302,-0.0017942277130671425,-0.01744632565889769,-0.015866237474095025,-0.016639719051641716,1,-0.026322563241308806
P12,fixed_top_k,3.0,valid,0.007358105721124993,0.011158574697232092,0.004831823603118837,0.011658047935293372,0.019256158015602032,0.0009151397023897711,-0.010599846284710404,0.008030373325532634,-0.005574092428279383,6,-0.010599846284710404
P13,fixed_top_k,3.0,valid,0.000658773896455468,-0.023385040027600525,-0.007123098594500986,-0.013219415759423325,-0.003582324199234387,-0.010997780612817757,-0.00849450569758939,-0.0024919312512928166,-0.0027222343982376595,0,-0.023385040027600525
P14,fixed_top_k,3.0,valid,-0.00021930566339610244,0.02287327371367916,-0.005314312731667105,0.0013154635153221016,0.006121361127683271,0.002843297045274392,-0.01114289716389649,0.017444619201636296,0.0005918904773672588,6,-0.01114289716389649
P15,fixed_top_k,3.0,valid,-0.0006262700133482575,-0.00534926280676775,0.006967055831337046,0.0076122274056354055,-0.0010589780532354542,0.007879278696046503,-0.0060727459331520895,0.018077569970565043,-0.005572589338635376,4,-0.0060727459331520895
P16,fixed_top_k,3.0,valid,0.0009712523982896514,0.0022166649237563905,0.010730331056738426,0.008855687096797203,-0.005179288091943365,-0.004293983074793494,-0.021536663155576227,0.01800930114761495,0.025258628056173398,5,-0.021536663155576227
P17,fixed_top_k,3.0,valid,0.012346225783484053,0.030650663836639606,0.007347103678477845,0.0127309163241453,0.016437649918268696,0.0036126000020470558,0.012266475226551863,0.016301334345194995,-0.008392247125987072,7,-0.008392247125987072
P18,fixed_top_k,3.0,valid,-0.015432797687162748,-0.00999589585676518,-0.011639257605055088,-0.019553648015283653,-0.02711060847777829,-0.014303579886863082,-0.010832429968967178,-0.03114513949862721,-0.01118000297775229,0,-0.03114513949862721
P19,fixed_top_k,3.0,valid,-0.018721823157471115,-0.04005394262017509,-0.03611523064644803,-0.039201585553593175,-0.0009954632466518225,-0.021256587581401365,-0.024492083469980764,-0.018943494609950304,-0.011509526067224225,0,-0.04005394262017509
P2,fixed_top_k,3.0,valid,-0.00015094764177302181,0.0017086316456544296,-0.000672953391103878,-0.002166761778471186,-0.02035110472949901,0.009465146054361105,-0.0037145679800600294,0.004397906124683292,0.00303070728211715,4,-0.02035110472949901
P20,fixed_top_k,3.0,valid,-0.017429149069305407,-0.0004464675583835502,-0.008818690553217049,-0.01293119253023392,0.003945452652268536,-0.022501037874592705,-0.001212618637860232,-0.00652978977124387,-0.005420604835969159,1,-0.022501037874592705
P21,fixed_top_k,3.0,valid,-0.033526361791272434,-0.0024300845844185993,-0.041508959798367204,-0.037549040528554095,-0.032637063653945045,-0.043905689942268726,-0.025458432908840777,-0.04084217765011178,-0.026000712171694636,0,-0.043905689942268726
P22,fixed_top_k,3.0,valid,-0.0007774017932235568,0.006202859643608686,0.015791816666004918,-0.014199628298893357,-0.012876490550722609,0.022993481925432973,-0.004880924042059523,0.001426093885590772,0.013343045690372523,5,-0.014199628298893357
P23,fixed_top_k,3.0,valid,0.019696758521146236,0.02250483514244987,0.02733611986103205,0.025274897197184242,0.018124125735532907,0.03557414987404432,0.03828736122743019,0.027921626047651894,0.018841579456579084,8,0.018124125735532907
P24,fixed_top_k,3.0,valid,0.01383444411333651,0.013009941163446398,0.03127606474728608,-0.011794275450375266,0.01162768390073195,0.015568902356187332,0.032131623653406924,0.02321764556730458,0.029908033998119594,7,-0.011794275450375266
P25,fixed_top_k,3.0,valid,-0.013263569716426732,-0.018959709611585322,-0.010799510161775452,-0.008279287391610192,-0.010628549154876675,0.012353202453252088,-0.02508522948160313,-0.002286861002626258,-0.027207742259939462,1,-0.027207742259939462
P26,fixed_top_k,3.0,valid,0.011986867202421848,0.01649248531049324,0.004036976648799371,0.02243063975443252,0.016697311500575737,0.014374880289666023,0.0006109618492314544,0.012735474058559513,0.007374498990022168,8,0.0006109618492314544
P3,fixed_top_k,3.0,valid,-0.01484576907299659,-0.017173866587657988,-0.005863125192633262,0.00037329730887719625,0.0009671307088907725,-0.03342963972259229,-0.018088349593881302,-0.015122177898252015,0.0040089126253211385,3,-0.03342963972259229
P4,fixed_top_k,3.0,valid,0.007566075170587543,0.06228995661378364,-0.003612134318607565,0.012827252084223608,0.005317839992351151,0.01590842860577136,0.007118789269100398,0.028851876648806833,0.022059232481415315,7,-0.003612134318607565
P5,fixed_top_k,3.0,valid,-0.018206061927263647,-0.030287780056772705,0.0024535287867786804,-0.019851512995746588,-0.0019668640767324143,-0.007237756146498898,-0.009347219249054345,-0.03775549112444499,-0.02281285896155476,1,-0.03775549112444499
P6,fixed_top_k,3.0,valid,0.00045572888347431207,-0.018682471574685885,0.008508489243462572,-0.024491880123284022,0.0014290896506768307,0.0005362063190092888,-0.0003136293689524515,-0.01964698813959645,0.01941925198932908,4,-0.024491880123284022
P7,fixed_top_k,3.0,valid,-0.027352391760899375,-0.013521763354009259,-0.036212060084276534,-0.009145594408292258,-0.011165715018343344,-0.016611116011366334,-0.004720255667778648,-0.03716591204404661,-0.02959242819043463,0,-0.03716591204404661
P8,fixed_top_k,3.0,valid,-0.014667473531957931,0.010478243089071243,0.001926186274881744,-0.005556203259559873,-0.02891984068393496,-0.009489369729874488,-0.006811070556704924,-0.008209484722587307,0.007849307929452076,3,-0.02891984068393496
P9,fixed_top_k,3.0,valid,-0.007241086869603455,-0.023882865753167105,-0.010527827956252678,-0.002110126481329318,-0.005013246105667807,-0.005889576852719918,-0.01532013509519706,-0.005838613344154232,-0.014696164954455176,0,-0.023882865753167105
