mode,endpoint,operator_pool,arm,comparison,mean_true,mean_control,effect,p_greater,n_pairs
linear_c_state,z_reward,core_5,object,true_vs_balanced,0.7150965658647429,2.391001523120827,-1.675904957256084,1.0,67
linear_c_state,z_reward,core_5,object,true_vs_performance_matched,0.7150965658647429,-2.27348738869077,2.9885839545555126,0.0001999600079984003,67
linear_c_state,z_reward,core_5,object,true_vs_shuffled_c,0.7150965658647429,-0.29147367443114724,1.00657024029589,0.0005998800239952009,67
linear_c_state,z_reward,core_5,object,true_vs_phase_rotated,0.7150965658647429,2.332379143158358,-1.6172825772936148,1.0,67
linear_c_state,z_reward,no_phase_only,object,true_vs_random,0.6273049691689675,-3.002688374572342,3.62999334374131,0.0001999600079984003,67
linear_c_state,z_reward,no_phase_only,object,true_vs_balanced,0.6273049691689675,2.243402721052101,-1.6160977518831336,1.0,67
linear_c_state,z_reward,no_phase_only,object,true_vs_performance_matched,0.6273049691689675,-1.847005212348786,2.4743101815177537,0.0001999600079984003,67
linear_c_state,z_reward,no_phase_only,object,true_vs_shuffled_c,0.6273049691689675,-0.2767342931223686,0.9040392622913361,0.0021995600879824036,67
linear_c_state,z_reward,no_phase_only,object,true_vs_phase_rotated,0.6273049691689675,2.255720189822427,-1.6284152206534588,1.0,67
linear_c_state,z_reward,no_suppress,object,true_vs_random,0.5604418258658176,-3.213034719896678,3.7734765457624957,0.0001999600079984003,67
linear_c_state,z_reward,no_suppress,object,true_vs_balanced,0.5604418258658176,2.4562274993529405,-1.8957856734871232,1.0,67
linear_c_state,z_reward,no_suppress,object,true_vs_performance_matched,0.5604418258658176,-1.6683972824005595,2.2288391082663774,0.0001999600079984003,67
linear_c_state,z_reward,no_suppress,object,true_vs_shuffled_c,0.5604418258658176,-0.24444638562631923,0.8048882114921369,0.0007998400319936012,67
linear_c_state,z_reward,no_suppress,object,true_vs_phase_rotated,0.5604418258658176,2.1092090627047915,-1.5487672368389742,1.0,67
linear_c_state,rank_reward,full,object,true_vs_random,0.5510558727264255,-3.0981748207043234,3.6492306934307495,0.0001999600079984003,67
linear_c_state,rank_reward,full,object,true_vs_balanced,0.5510558727264255,2.3361260641183286,-1.785070191391903,1.0,67
linear_c_state,rank_reward,full,object,true_vs_performance_matched,0.5510558727264255,-1.3827091374190286,1.9337650101454544,0.0001999600079984003,67
linear_c_state,rank_reward,full,object,true_vs_shuffled_c,0.5510558727264255,-0.4051268981482645,0.95618277087469,0.0007998400319936012,67
linear_c_state,rank_reward,full,object,true_vs_phase_rotated,0.5510558727264255,1.9988289194268767,-1.4477730467004513,1.0,67
linear_c_state,rank_reward,core_5,object,true_vs_random,0.8693962626576416,-2.7507384010448943,3.6201346637025367,0.0001999600079984003,67
linear_c_state,rank_reward,core_5,object,true_vs_balanced,0.8693962626576416,2.363489297449682,-1.4940930347920396,1.0,67
linear_c_state,rank_reward,core_5,object,true_vs_performance_matched,0.8693962626576416,-2.3293437322580286,3.19873999491567,0.0001999600079984003,67
linear_c_state,rank_reward,core_5,object,true_vs_shuffled_c,0.8693962626576416,-0.49359244208711,1.362988704744752,0.0001999600079984003,67
linear_c_state,rank_reward,core_5,object,true_vs_phase_rotated,0.8693962626576416,2.340789015282712,-1.4713927526250707,1.0,67
linear_c_state,rank_reward,no_phase_only,object,true_vs_random,0.7821448205901425,-2.8812282813850945,3.6633731019752376,0.0001999600079984003,67
linear_c_state,rank_reward,no_phase_only,object,true_vs_balanced,0.7821448205901425,2.267030041594662,-1.4848852210045196,1.0,67
linear_c_state,rank_reward,no_phase_only,object,true_vs_performance_matched,0.7821448205901425,-1.9438910792168809,2.726035899807023,0.0001999600079984003,67
linear_c_state,rank_reward,no_phase_only,object,true_vs_shuffled_c,0.7821448205901425,-0.4911401649677153,1.2732849855578579,0.0001999600079984003,67
linear_c_state,rank_reward,no_phase_only,object,true_vs_phase_rotated,0.7821448205901425,2.2670846633848862,-1.4849398427947436,1.0,67
linear_c_state,rank_reward,no_suppress,object,true_vs_random,0.6298739195821528,-3.1135443098136153,3.7434182293957674,0.0001999600079984003,67
linear_c_state,rank_reward,no_suppress,object,true_vs_balanced,0.6298739195821528,2.4847217784557873,-1.854847858873634,1.0,67
linear_c_state,rank_reward,no_suppress,object,true_vs_performance_matched,0.6298739195821528,-1.6292156094373516,2.259089529019504,0.0001999600079984003,67
linear_c_state,rank_reward,no_suppress,object,true_vs_shuffled_c,0.6298739195821528,-0.4315669596613372,1.0614408792434897,0.0003999200159968006,67
linear_c_state,rank_reward,no_suppress,object,true_vs_phase_rotated,0.6298739195821528,2.0597311808743615,-1.4298572612922087,1.0,67
linear_c_state,gmr72_bridge_composite,full,object,true_vs_random,0.8912678743326921,-3.1133878260971892,4.004655700429881,0.0001999600079984003,67
linear_c_state,gmr72_bridge_composite,full,object,true_vs_balanced,0.8912678743326921,1.4611964972740974,-0.5699286229414051,1.0,67
linear_c_state,gmr72_bridge_composite,full,object,true_vs_performance_matched,0.8912678743326921,-1.941482944165043,2.832750818497735,0.0001999600079984003,67
linear_c_state,gmr72_bridge_composite,full,object,true_vs_shuffled_c,0.8912678743326921,1.067261113309371,-0.17599323897667893,0.8330333933213357,67
linear_c_state,gmr72_bridge_composite,full,object,true_vs_phase_rotated,0.8912678743326921,1.6351452853460757,-0.7438774110133834,1.0,67
linear_c_state,gmr72_bridge_composite,core_5,object,true_vs_random,1.032997284157811,-2.9119712593646,3.9449685435224104,0.0001999600079984003,67
linear_c_state,gmr72_bridge_composite,core_5,object,true_vs_balanced,1.032997284157811,1.3763077863405724,-0.34331050218276116,0.9908018396320736,67
linear_c_state,gmr72_bridge_composite,core_5,object,true_vs_performance_matched,1.032997284157811,-2.3353527802501692,3.36835006440798,0.0001999600079984003,67
linear_c_state,gmr72_bridge_composite,core_5,object,true_vs_shuffled_c,1.032997284157811,0.9750362749922413,0.05796100916556966,0.34773045390921814,67
linear_c_state,gmr72_bridge_composite,core_5,object,true_vs_phase_rotated,1.032997284157811,1.862982694124149,-0.829985409966338,1.0,67
linear_c_state,gmr72_bridge_composite,no_phase_only,object,true_vs_random,0.9537794254489267,-3.084092466465248,4.0378718919141745,0.0001999600079984003,67
linear_c_state,gmr72_bridge_composite,no_phase_only,object,true_vs_balanced,0.9537794254489267,1.5329359545771801,-0.5791565291282532,1.0,67
linear_c_state,gmr72_bridge_composite,no_phase_only,object,true_vs_performance_matched,0.9537794254489267,-2.143635255577442,3.0974146810263696,0.0001999600079984003,67
linear_c_state,gmr72_bridge_composite,no_phase_only,object,true_vs_shuffled_c,0.9537794254489267,1.0108725349801682,-0.05709310953124143,0.6260747850429914,67
linear_c_state,gmr72_bridge_composite,no_phase_only,object,true_vs_phase_rotated,0.9537794254489267,1.7301398070364258,-0.7763603815874992,1.0,67
linear_c_state,gmr72_bridge_composite,no_suppress,object,true_vs_random,1.005585499650313,-3.0335840281485837,4.039169527798896,0.0001999600079984003,67
linear_c_state,gmr72_bridge_composite,no_suppress,object,true_vs_balanced,1.005585499650313,1.3557054321688609,-0.3501199325185479,0.9918016396720656,67
linear_c_state,gmr72_bridge_composite,no_suppress,object,true_vs_performance_matched,1.005585499650313,-2.1535727864122944,3.1591582860626084,0.0001999600079984003,67
linear_c_state,gmr72_bridge_composite,no_suppress,object,true_vs_shuffled_c,1.005585499650313,1.0300134905906906,-0.024427990940377464,0.5646870625874825,67
linear_c_state,gmr72_bridge_composite,no_suppress,object,true_vs_phase_rotated,1.005585499650313,1.7958523921510228,-0.7902668925007099,1.0,67
