mode,endpoint,selection_rule,comparison,mean_true_generated_pool,mean_comparator,effect,p_greater,n_events,generated_selection_rate
combined_c_fes_gmr72,z_reward,stability_adjusted,true_generated_pool_vs_frequency_matched_generated_selected,0.008384409556582557,0.010475154420008676,-0.0008450707508421716,0.6122775444911018,486,0.0199203187250996
combined_c_fes_gmr72,z_reward,stability_adjusted,true_generated_pool_vs_performance_matched_generated_selected,0.008384409556582557,0.002561175143369074,0.007068908525797433,0.21935612877424515,486,0.0199203187250996
combined_c_fes_gmr72,z_reward,stability_adjusted,true_generated_pool_vs_shuffled_true_generated_selected,0.008384409556582557,0.005883029597571194,0.0037470540715953105,0.02519496100779844,486,0.0199203187250996
combined_c_fes_gmr72,z_reward,stability_adjusted,true_generated_pool_vs_oracle,0.008384409556582557,1.2239410650761156,-1.2297969137002687,1.0,487,0.0199203187250996
combined_c_fes_gmr72,rank_reward,mean,true_generated_pool_vs_existing_selected,-0.041658991195037375,-0.041658991195037375,0.0,1.0,457,0.0
combined_c_fes_gmr72,rank_reward,mean,true_generated_pool_vs_random_generated_selected,-0.041658991195037375,-0.041658991195037375,0.0,1.0,457,0.0
combined_c_fes_gmr72,rank_reward,mean,true_generated_pool_vs_balanced_generated_selected,-0.041658991195037375,-0.041658991195037375,0.0,1.0,457,0.0
combined_c_fes_gmr72,rank_reward,mean,true_generated_pool_vs_frequency_matched_generated_selected,-0.041658991195037375,-0.041658991195037375,0.0,1.0,457,0.0
combined_c_fes_gmr72,rank_reward,mean,true_generated_pool_vs_performance_matched_generated_selected,-0.041658991195037375,-0.041658991195037375,0.0,1.0,457,0.0
combined_c_fes_gmr72,rank_reward,mean,true_generated_pool_vs_shuffled_true_generated_selected,-0.041658991195037375,-0.041658991195037375,0.0,1.0,457,0.0
combined_c_fes_gmr72,rank_reward,mean,true_generated_pool_vs_oracle,-0.041658991195037375,1.1117820538752035,-1.1906195617057111,1.0,457,0.0
combined_c_fes_gmr72,rank_reward,stability_adjusted,true_generated_pool_vs_existing_selected,0.015692634324161698,0.015333946263368701,0.0003586880607930005,0.45710857828434315,486,0.021912350597609563
combined_c_fes_gmr72,rank_reward,stability_adjusted,true_generated_pool_vs_random_generated_selected,0.015692634324161698,0.015464034126101402,0.0002286001980602983,0.47890421915616876,486,0.021912350597609563
combined_c_fes_gmr72,rank_reward,stability_adjusted,true_generated_pool_vs_balanced_generated_selected,0.015692634324161698,0.015333946263368701,0.0003586880607930005,0.4667066586682663,486,0.021912350597609563
combined_c_fes_gmr72,rank_reward,stability_adjusted,true_generated_pool_vs_frequency_matched_generated_selected,0.015692634324161698,0.015333946263368701,0.0003586880607930005,0.4621075784843031,486,0.021912350597609563
combined_c_fes_gmr72,rank_reward,stability_adjusted,true_generated_pool_vs_performance_matched_generated_selected,0.015692634324161698,0.007350292802647839,0.008342341521513865,0.19696060787842432,486,0.021912350597609563
combined_c_fes_gmr72,rank_reward,stability_adjusted,true_generated_pool_vs_shuffled_true_generated_selected,0.015692634324161698,0.015333946263368701,0.0003586880607930005,0.46890621875624877,486,0.021912350597609563
combined_c_fes_gmr72,rank_reward,stability_adjusted,true_generated_pool_vs_oracle,0.015692634324161698,1.1117820538752035,-1.11008990047456,1.0,486,0.021912350597609563
combined_c_fes_gmr72,gmr72_bridge_composite,mean,true_generated_pool_vs_existing_selected,0.017793780193153343,0.017793780193153343,0.0,1.0,492,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,mean,true_generated_pool_vs_random_generated_selected,0.017793780193153343,0.017793780193153343,0.0,1.0,492,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,mean,true_generated_pool_vs_balanced_generated_selected,0.017793780193153343,0.017793780193153343,0.0,1.0,492,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,mean,true_generated_pool_vs_frequency_matched_generated_selected,0.017793780193153343,0.017793780193153343,0.0,1.0,492,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,mean,true_generated_pool_vs_performance_matched_generated_selected,0.017793780193153343,0.017793780193153343,0.0,1.0,492,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,mean,true_generated_pool_vs_shuffled_true_generated_selected,0.017793780193153343,0.017793780193153343,0.0,1.0,492,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,mean,true_generated_pool_vs_oracle,0.017793780193153343,0.5336440378161154,-0.5241729284052659,1.0,492,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_existing_selected,-0.005038742249633263,-0.005038742249633263,0.0,1.0,495,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_random_generated_selected,-0.005038742249633263,-0.005038742249633263,0.0,1.0,495,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_balanced_generated_selected,-0.005038742249633263,-0.005038742249633263,0.0,1.0,495,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_frequency_matched_generated_selected,-0.005038742249633263,-0.005038742249633263,0.0,1.0,495,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_performance_matched_generated_selected,-0.005038742249633263,-0.005038742249633263,0.0,1.0,495,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_shuffled_true_generated_selected,-0.005038742249633263,-0.005038742249633263,0.0,1.0,495,0.0
combined_c_fes_gmr72,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_oracle,-0.005038742249633263,0.5336440378161154,-0.5437208041292741,1.0,495,0.0
