mode,weight_endpoint,readout,metric,comparison,mean_true,mean_control,effect,p_greater,n_pairs
fes_string_conditioned,z_reward,sic_continuous,readout_asymmetry,true_vs_phase_rotated_intersection,-0.025104950930757406,-0.033113173189267785,0.008008222258510373,0.3255348930213957,101
fes_string_conditioned,rank_reward,sic_continuous,abs_readout_asymmetry,true_vs_random_intersection,0.3227871243497058,0.43482572846733825,-0.11203860411763249,0.9966006798640272,101
fes_string_conditioned,rank_reward,sic_continuous,abs_readout_asymmetry,true_vs_balanced_intersection,0.3227871243497058,0.31857476945681057,0.004212354892895168,0.3271345730853829,101
fes_string_conditioned,rank_reward,sic_continuous,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.3227871243497058,0.34441386368184373,-0.02162673933213805,0.9398120375924816,101
fes_string_conditioned,rank_reward,sic_continuous,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.3227871243497058,0.33647419275732077,-0.013687068407615039,0.9150169966006798,101
fes_string_conditioned,rank_reward,sic_continuous,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.3227871243497058,0.31296044717189675,0.009826677177808971,0.259748050389922,101
fes_string_conditioned,rank_reward,sic_continuous,readout_asymmetry,true_vs_random_intersection,-0.02847007029957821,-0.07411470202664598,0.04564463172706777,0.1879624075184963,101
fes_string_conditioned,rank_reward,sic_continuous,readout_asymmetry,true_vs_balanced_intersection,-0.02847007029957821,-0.023169173596583784,-0.005300896702994435,0.7104579084183164,101
fes_string_conditioned,rank_reward,sic_continuous,readout_asymmetry,true_vs_performance_matched_intersection,-0.02847007029957821,-0.04403887754296377,0.015568807243385552,0.14917016596680663,101
fes_string_conditioned,rank_reward,sic_continuous,readout_asymmetry,true_vs_shuffled_c_intersection,-0.02847007029957821,-0.02831482036494804,-0.0001552499346301647,0.4993001399720056,101
fes_string_conditioned,rank_reward,sic_continuous,readout_asymmetry,true_vs_phase_rotated_intersection,-0.02847007029957821,-0.029383116273756414,0.0009130459741781992,0.46890621875624877,101
fes_string_conditioned,gmr72_bridge_composite,sic_continuous,abs_readout_asymmetry,true_vs_random_intersection,0.315123057875675,0.43482572846733825,-0.11970267059166323,0.9988002399520096,101
fes_string_conditioned,gmr72_bridge_composite,sic_continuous,abs_readout_asymmetry,true_vs_balanced_intersection,0.315123057875675,0.31857476945681057,-0.003451711581135555,0.7674465106978604,101
fes_string_conditioned,gmr72_bridge_composite,sic_continuous,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.315123057875675,0.2860853879615874,0.029037669914087613,0.021795640871825634,101
fes_string_conditioned,gmr72_bridge_composite,sic_continuous,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.315123057875675,0.32079804614247925,-0.005674988266804241,0.8642271545690862,101
fes_string_conditioned,gmr72_bridge_composite,sic_continuous,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.315123057875675,0.31908440259376,-0.003961344718084867,0.7320535892821436,101
fes_string_conditioned,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_random_intersection,-0.024071416376155792,-0.07411470202664598,0.05004328565049017,0.16596680663867228,101
fes_string_conditioned,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_balanced_intersection,-0.024071416376155792,-0.023169173596583784,-0.0009022427795720238,0.5810837832433513,101
fes_string_conditioned,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_performance_matched_intersection,-0.024071416376155792,-0.025660039536433657,0.0015886231602778474,0.46450709858028394,101
fes_string_conditioned,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_shuffled_c_intersection,-0.024071416376155792,-0.023770254344553238,-0.0003011620316025608,0.528494301139772,101
fes_string_conditioned,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_phase_rotated_intersection,-0.024071416376155792,-0.023497923732325655,-0.0005734926438301436,0.5468906218756249,101
linear_c_state,z_reward,sic_continuous,abs_readout_asymmetry,true_vs_random_intersection,0.3837736430024356,0.4309125727616613,-0.047138929759225796,0.8870225954809038,101
linear_c_state,z_reward,sic_continuous,abs_readout_asymmetry,true_vs_balanced_intersection,0.3837736430024356,0.31857476945681057,0.065198873545625,0.0003999200159968006,101
linear_c_state,z_reward,sic_continuous,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.3837736430024356,0.31089777892210796,0.07287586408032756,0.0013997200559888023,101
linear_c_state,z_reward,sic_continuous,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.3837736430024356,0.36743976404699547,0.016333878955440157,0.22375524895020996,101
linear_c_state,z_reward,sic_continuous,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.3837736430024356,0.27911236145532037,0.10466128154711517,0.0001999600079984003,101
linear_c_state,z_reward,sic_continuous,readout_asymmetry,true_vs_random_intersection,0.013644399834921259,-0.05519069787086413,0.06883509770578541,0.05378924215156969,101
linear_c_state,z_reward,sic_continuous,readout_asymmetry,true_vs_balanced_intersection,0.013644399834921259,-0.023169173596583784,0.036813573431505035,0.03459308138372325,101
linear_c_state,z_reward,sic_continuous,readout_asymmetry,true_vs_performance_matched_intersection,0.013644399834921259,-0.03488177315299183,0.048526172987913105,0.033993201359728054,101
linear_c_state,z_reward,sic_continuous,readout_asymmetry,true_vs_shuffled_c_intersection,0.013644399834921259,-0.0060869885520197725,0.01973138838694103,0.20715856828634274,101
linear_c_state,z_reward,sic_continuous,readout_asymmetry,true_vs_phase_rotated_intersection,0.013644399834921259,-0.040292921750397614,0.05393732158531887,0.07378524295140972,101
linear_c_state,rank_reward,sic_continuous,abs_readout_asymmetry,true_vs_random_intersection,0.3797872590586648,0.4309125727616613,-0.05112531370299662,0.9170165966806638,101
linear_c_state,rank_reward,sic_continuous,abs_readout_asymmetry,true_vs_balanced_intersection,0.3797872590586648,0.31857476945681057,0.06121248960185418,0.0001999600079984003,101
linear_c_state,rank_reward,sic_continuous,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.3797872590586648,0.34441386368184373,0.03537339537682096,0.07918416316736653,101
linear_c_state,rank_reward,sic_continuous,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.3797872590586648,0.36221232592234304,0.017574933136321694,0.17776444711057787,101
linear_c_state,rank_reward,sic_continuous,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.3797872590586648,0.26568264964306576,0.114104609415599,0.0001999600079984003,101
linear_c_state,rank_reward,sic_continuous,readout_asymmetry,true_vs_random_intersection,0.01021112734088357,-0.05519069787086413,0.06540182521174771,0.0651869626074785,101
linear_c_state,rank_reward,sic_continuous,readout_asymmetry,true_vs_balanced_intersection,0.01021112734088357,-0.023169173596583784,0.033380300937467355,0.028794241151769647,101
linear_c_state,rank_reward,sic_continuous,readout_asymmetry,true_vs_performance_matched_intersection,0.01021112734088357,-0.04403887754296377,0.05425000488384734,0.01859628074385123,101
linear_c_state,rank_reward,sic_continuous,readout_asymmetry,true_vs_shuffled_c_intersection,0.01021112734088357,-0.014834213502705435,0.025045340843588993,0.1295740851829634,101
linear_c_state,rank_reward,sic_continuous,readout_asymmetry,true_vs_phase_rotated_intersection,0.01021112734088357,-0.045090229855946046,0.055301357196829604,0.06598680263947211,101
linear_c_state,gmr72_bridge_composite,sic_continuous,abs_readout_asymmetry,true_vs_random_intersection,0.32751905063086595,0.4309125727616613,-0.10339352213079539,0.997000599880024,101
linear_c_state,gmr72_bridge_composite,sic_continuous,abs_readout_asymmetry,true_vs_balanced_intersection,0.32751905063086595,0.31857476945681057,0.00894428117405538,0.09198160367926415,101
linear_c_state,gmr72_bridge_composite,sic_continuous,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.32751905063086595,0.2860853879615874,0.04143366266927853,0.0033993201359728054,101
linear_c_state,gmr72_bridge_composite,sic_continuous,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.32751905063086595,0.3312615329823144,-0.003742482351448565,0.6630673865226955,101
linear_c_state,gmr72_bridge_composite,sic_continuous,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.32751905063086595,0.3104437173580999,0.017075333272766034,0.09278144371125775,101
linear_c_state,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_random_intersection,-0.009588547960543118,-0.05519069787086413,0.04560214991032103,0.14937012597480503,101
linear_c_state,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_balanced_intersection,-0.009588547960543118,-0.023169173596583784,0.013580625636040658,0.01859628074385123,101
linear_c_state,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_performance_matched_intersection,-0.009588547960543118,-0.025660039536433657,0.01607149157589053,0.1915616876624675,101
linear_c_state,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_shuffled_c_intersection,-0.009588547960543118,-0.02009120253897177,0.010502654578428658,0.1231753649270146,101
linear_c_state,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_phase_rotated_intersection,-0.009588547960543118,-0.025036522657558728,0.015447974697015613,0.1305738852229554,101
combined_c_fes_gmr72,z_reward,si_projection_reception,abs_readout_asymmetry,true_vs_random_intersection,0.36521907617826604,0.39376592344868244,-0.028546847270416464,0.7710457908418317,89
combined_c_fes_gmr72,z_reward,si_projection_reception,abs_readout_asymmetry,true_vs_balanced_intersection,0.36521907617826604,0.3319716517984686,0.03324742437979735,0.018196360727854428,89
combined_c_fes_gmr72,z_reward,si_projection_reception,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.36521907617826604,0.3132429030397384,0.05197617313852759,0.03139372125574885,89
combined_c_fes_gmr72,z_reward,si_projection_reception,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.36521907617826604,0.3770833049446264,-0.011864228766360363,0.7188562287542491,89
combined_c_fes_gmr72,z_reward,si_projection_reception,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.36521907617826604,0.31341924822238926,0.05179982795587671,0.04899020195960808,89
combined_c_fes_gmr72,z_reward,si_projection_reception,readout_asymmetry,true_vs_random_intersection,-0.027027012945867422,-0.02462905748117366,-0.002397955464693779,0.5212957408518296,89
combined_c_fes_gmr72,z_reward,si_projection_reception,readout_asymmetry,true_vs_balanced_intersection,-0.027027012945867422,-0.01471417980999616,-0.012312833135871271,0.7564487102579485,89
combined_c_fes_gmr72,z_reward,si_projection_reception,readout_asymmetry,true_vs_performance_matched_intersection,-0.027027012945867422,-0.02986599822820229,0.002838985282334874,0.45810837832433515,89
combined_c_fes_gmr72,z_reward,si_projection_reception,readout_asymmetry,true_vs_shuffled_c_intersection,-0.027027012945867422,0.0015625292461553225,-0.02858954219202275,0.909618076384723,89
combined_c_fes_gmr72,z_reward,si_projection_reception,readout_asymmetry,true_vs_phase_rotated_intersection,-0.027027012945867422,0.007547776101511659,-0.03457478904737908,0.8510297940411917,89
combined_c_fes_gmr72,rank_reward,si_projection_reception,abs_readout_asymmetry,true_vs_random_intersection,0.36517494421788266,0.39376592344868244,-0.02859097923079979,0.7608478304339132,89
combined_c_fes_gmr72,rank_reward,si_projection_reception,abs_readout_asymmetry,true_vs_balanced_intersection,0.36517494421788266,0.3319716517984686,0.03320329241941403,0.021395720855828835,89
combined_c_fes_gmr72,rank_reward,si_projection_reception,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.36517494421788266,0.34669621035267817,0.01847873386520448,0.28774245150969807,89
combined_c_fes_gmr72,rank_reward,si_projection_reception,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.36517494421788266,0.3777714133232729,-0.012596469105390282,0.7400519896020796,89
combined_c_fes_gmr72,rank_reward,si_projection_reception,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.36517494421788266,0.31670931842193717,0.04846562579594546,0.0621875624875025,89
combined_c_fes_gmr72,rank_reward,si_projection_reception,readout_asymmetry,true_vs_random_intersection,-0.027226413532293808,-0.02462905748117366,-0.0025973560511201687,0.5188962207558488,89
combined_c_fes_gmr72,rank_reward,si_projection_reception,readout_asymmetry,true_vs_balanced_intersection,-0.027226413532293808,-0.01471417980999616,-0.012512233722297659,0.7468506298740252,89
combined_c_fes_gmr72,rank_reward,si_projection_reception,readout_asymmetry,true_vs_performance_matched_intersection,-0.027226413532293808,-0.030141471483259814,0.002915057950966011,0.4605078984203159,89
combined_c_fes_gmr72,rank_reward,si_projection_reception,readout_asymmetry,true_vs_shuffled_c_intersection,-0.027226413532293808,0.0024510353242949297,-0.029677448856588736,0.9214157168566287,89
combined_c_fes_gmr72,rank_reward,si_projection_reception,readout_asymmetry,true_vs_phase_rotated_intersection,-0.027226413532293808,0.019180037578640636,-0.046406451110934444,0.9234153169366127,89
combined_c_fes_gmr72,gmr72_bridge_composite,si_projection_reception,abs_readout_asymmetry,true_vs_random_intersection,0.36209735061331133,0.39376592344868244,-0.03166857283537116,0.7812437512497501,89
combined_c_fes_gmr72,gmr72_bridge_composite,si_projection_reception,abs_readout_asymmetry,true_vs_balanced_intersection,0.36209735061331133,0.3319716517984686,0.030125698814842665,0.016996600679864027,89
combined_c_fes_gmr72,gmr72_bridge_composite,si_projection_reception,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.36209735061331133,0.28630169436322567,0.07579565625008568,0.0003999200159968006,89
combined_c_fes_gmr72,gmr72_bridge_composite,si_projection_reception,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.36209735061331133,0.3607624237163898,0.0013349268969214943,0.4709058188362327,89
combined_c_fes_gmr72,gmr72_bridge_composite,si_projection_reception,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.36209735061331133,0.3423898548818953,0.019707495731416055,0.127374525094981,89
combined_c_fes_gmr72,gmr72_bridge_composite,si_projection_reception,readout_asymmetry,true_vs_random_intersection,-0.02185043001318986,-0.02462905748117366,0.0027786274679837994,0.47430513897220555,89
combined_c_fes_gmr72,gmr72_bridge_composite,si_projection_reception,readout_asymmetry,true_vs_balanced_intersection,-0.02185043001318986,-0.01471417980999616,-0.0071362502031937025,0.6650669866026795,89
combined_c_fes_gmr72,gmr72_bridge_composite,si_projection_reception,readout_asymmetry,true_vs_performance_matched_intersection,-0.02185043001318986,-0.018426893296640916,-0.0034235367165489573,0.5484903019396121,89
combined_c_fes_gmr72,gmr72_bridge_composite,si_projection_reception,readout_asymmetry,true_vs_shuffled_c_intersection,-0.02185043001318986,0.0034059316081709286,-0.025256361621360787,0.856628674265147,89
combined_c_fes_gmr72,gmr72_bridge_composite,si_projection_reception,readout_asymmetry,true_vs_phase_rotated_intersection,-0.02185043001318986,0.0056600029117749705,-0.02751043292496484,0.9396120775844831,89
gmr72_phase_conditioned,z_reward,si_projection_reception,abs_readout_asymmetry,true_vs_random_intersection,0.3764180134260474,0.42192890316687587,-0.04551088974082833,0.884623075384923,89
gmr72_phase_conditioned,z_reward,si_projection_reception,abs_readout_asymmetry,true_vs_balanced_intersection,0.3764180134260474,0.3319716517984686,0.044446361627578854,0.015596880623875225,89
gmr72_phase_conditioned,z_reward,si_projection_reception,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.3764180134260474,0.3132429030397384,0.0631751103863091,0.0023995200959808036,89
