mode,weight_endpoint,readout,direction,minimum_access_success,strong_access_success,mean_intersection_access_effect,mean_access_readout,n_events,effect_vs_random,p_vs_random,effect_vs_balanced,p_vs_balanced,effect_vs_shuffled_c,p_vs_shuffled_c,effect_vs_performance,p_vs_performance,effect_vs_phase_rotated,p_vs_phase_rotated
combined_c_fes_gmr72,z_reward,sic_continuous,SI_SIC_to_Relative,False,False,-0.5983607927489427,-0.0588127273139593,101,-0.06951145688731368,0.9598080383923215,-0.03415301918722672,0.9550089982003599,-0.02524153066749183,0.7904419116176765,-0.023808899252428864,0.7740451909618077,-0.07426733387966,0.9708058388322336
combined_c_fes_gmr72,rank_reward,mq_decohered_reference,Relative_to_SI_SIC,False,False,-0.5984259105464843,0.0034446423871346424,502,0.0052907596907151725,0.3825234953009398,0.0024310827123336684,0.4231153769246151,0.0002803925914242706,0.4953009398120376,3.901788529002033e-05,0.5090981803639272,-0.008351873181030783,0.753249350129974
combined_c_fes_gmr72,z_reward,mq_decohered_reference,Relative_to_SI_SIC,False,False,-0.6001135813926154,0.0017569715410035442,502,0.0036030888445840632,0.4221155768846231,0.0007434118662025585,0.46950609878024396,-0.0028350146628835027,0.5734853029394121,0.0008553692316586562,0.47470505898820237,-0.013247660895239185,0.8634273145370925
combined_c_fes_gmr72,gmr72_bridge_composite,mq_decohered_reference,SI_SIC_to_Relative,False,False,-0.6011184023315072,0.0007521506021117121,502,-0.008718591214112259,0.6966606678664267,-0.0031038999516839467,0.6616676664667066,-0.006839699633659112,0.7558488302339532,0.008087168694947989,0.19356128774245152,-0.017699613908907088,0.9314137172565486
combined_c_fes_gmr72,rank_reward,sic_continuous,SI_SIC_to_Relative,False,False,-0.6022362309757344,-0.06268816554075103,101,-0.07338689511410543,0.9650069986002799,-0.03802845741401844,0.9704059188162367,-0.041723552025214446,0.937612477504499,-0.017624581597001046,0.6956608678264347,-0.07439860994369434,0.9836032793441312
linear_c_state,gmr72_bridge_composite,mq_decohered_reference,Relative_to_SI_SIC,False,False,-0.606032513010873,-0.004161960077254263,502,-0.019749350371470596,0.9364127174565087,-0.005175519752055243,0.972005598880224,-0.004848954819993662,0.8852229554089183,-0.0056095661827928085,0.8852229554089183,0.0007222880424860458,0.4527094581083783
gmr72_phase_conditioned,gmr72_bridge_composite,mq_decohered_reference,Relative_to_SI_SIC,False,False,-0.607097926897063,-0.005227373963444143,502,-0.020814764257660476,0.9324135172965407,-0.006240933638245122,0.9458108378324335,-0.0014103875875906054,0.6202759448110378,-0.00667498006898269,0.9000199960007998,-0.0037451564550207163,0.7696460707858428
gmr72_phase_conditioned,rank_reward,mq_decohered_reference,Relative_to_SI_SIC,False,False,-0.6114801127393004,-0.0096095598056816,502,-0.025196950099897936,0.9474105178964207,-0.010623119480482574,0.8810237952409518,-0.009888196820164058,0.8224355128974206,-0.013015184307526219,0.8914217156568687,0.005668007474223772,0.3091381723655269
linear_c_state,rank_reward,mq_decohered_reference,Relative_to_SI_SIC,False,False,-0.6125917763377053,-0.010721223404086393,502,-0.026308613698302733,0.9518096380723855,-0.011734783078887374,0.8972205558888222,-0.016812077838148375,0.9290141971605679,-0.014126847905931019,0.9094181163767247,0.0066460053480607096,0.28114377124575085
gmr72_phase_conditioned,z_reward,mq_decohered_reference,Relative_to_SI_SIC,False,False,-0.6139948531630104,-0.012124300229391514,502,-0.02771169052360786,0.9618076384723055,-0.013137859904192493,0.9416116776644671,-0.010326347068077371,0.7992401519696061,-0.0130259025387364,0.9142171565686863,-6.228450711810391e-05,0.4991001799640072
linear_c_state,z_reward,mq_decohered_reference,Relative_to_SI_SIC,False,False,-0.6148881943568264,-0.013017641423207394,502,-0.02860503171742373,0.9686062787442512,-0.014031201098008367,0.9436112777444511,-0.016841011063237054,0.9150169966006798,-0.013919243732552279,0.9088182363527294,0.0017049372013826017,0.4559088182363527
