mode,weight_endpoint,readout,control_kind,mean_relative_to_sisic,mean_sisic_to_relative,mean_readout_asymmetry,mean_abs_readout_asymmetry,p_asymmetry_two_sided,dominant_direction,n_events
fes_string_conditioned,gmr72_bridge_composite,si_projection_reception,balanced_intersection,-0.5375568982549206,-0.5522710780649167,-0.01471417980999616,0.3319716517984686,0.7844431113777245,Relative_to_SI_SIC,89
fes_string_conditioned,gmr72_bridge_composite,si_projection_reception,performance_matched_intersection,-0.5382488633837166,-0.5566757566803575,-0.018426893296640916,0.28630169436322567,0.6800639872025595,Relative_to_SI_SIC,89
fes_string_conditioned,gmr72_bridge_composite,si_projection_reception,shuffled_c_intersection,-0.5314362302894072,-0.5422040593862708,-0.010767829096863508,0.3273592287597366,0.8450309938012398,Relative_to_SI_SIC,89
fes_string_conditioned,gmr72_bridge_composite,si_projection_reception,phase_rotated_intersection,-0.5378165640342486,-0.5512502725856135,-0.013433708551364842,0.32955388985105877,0.8088382323535293,Relative_to_SI_SIC,89
linear_c_state,z_reward,si_projection_reception,true_intersection,-0.4657448638386477,-0.4569604472641497,0.008784416574498166,0.3639604161419479,0.8894221155768847,SI_SIC_to_Relative,89
linear_c_state,z_reward,si_projection_reception,random_intersection,-0.5005988827340215,-0.4931208725482642,0.007478010185757379,0.42192890316687587,0.9208158368326335,SI_SIC_to_Relative,89
linear_c_state,z_reward,si_projection_reception,balanced_intersection,-0.5375568982549206,-0.5522710780649167,-0.01471417980999616,0.3319716517984686,0.7830433913217356,Relative_to_SI_SIC,89
linear_c_state,z_reward,si_projection_reception,performance_matched_intersection,-0.5285839809281855,-0.5584499791563878,-0.02986599822820229,0.3132429030397384,0.5748850229954009,Relative_to_SI_SIC,89
linear_c_state,z_reward,si_projection_reception,shuffled_c_intersection,-0.5573364934883489,-0.5914800381707205,-0.034143544682371615,0.33607314321057846,0.5488902219556089,Relative_to_SI_SIC,89
linear_c_state,z_reward,si_projection_reception,phase_rotated_intersection,-0.5371934648231595,-0.5649801393673012,-0.027786674544141653,0.2640146301251386,0.5056988602279544,Relative_to_SI_SIC,89
linear_c_state,rank_reward,si_projection_reception,true_intersection,-0.46923718410122334,-0.46342209593117806,0.005815088170045348,0.3606464605029634,0.9244151169766047,SI_SIC_to_Relative,89
linear_c_state,rank_reward,si_projection_reception,random_intersection,-0.5005988827340215,-0.4931208725482642,0.007478010185757379,0.42192890316687587,0.9228154369126175,SI_SIC_to_Relative,89
linear_c_state,rank_reward,si_projection_reception,balanced_intersection,-0.5375568982549206,-0.5522710780649167,-0.01471417980999616,0.3319716517984686,0.7948410317936413,Relative_to_SI_SIC,89
linear_c_state,rank_reward,si_projection_reception,performance_matched_intersection,-0.5448740127682343,-0.5750154842514941,-0.030141471483259814,0.34669621035267817,0.6082783443311338,Relative_to_SI_SIC,89
linear_c_state,rank_reward,si_projection_reception,shuffled_c_intersection,-0.5427214905147928,-0.5833652737966795,-0.040643783281886676,0.3354368144000801,0.46550689862027594,Relative_to_SI_SIC,89
linear_c_state,rank_reward,si_projection_reception,phase_rotated_intersection,-0.5462832321269737,-0.5688565104771148,-0.022573278350141154,0.2611159066028332,0.5820835832833433,Relative_to_SI_SIC,89
linear_c_state,gmr72_bridge_composite,si_projection_reception,true_intersection,-0.5153693112496022,-0.5199234922793898,-0.004554181029787603,0.3303217162247989,0.9348130373925215,Relative_to_SI_SIC,89
