event_class,event_role,source_file,label,task_idx,phase,strength,event_rule
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,113.0,-0.17857028490888607,0.30693500624720665,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,117.0,-0.5102166118565377,0.37936430737964005,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,127.0,0.8607547212625164,0.3579634963306761,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,132.0,1.3870954262186954,0.42577862379421394,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,134.0,1.7026737968845302,0.4547075379571654,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,141.0,2.2005735734969805,0.15441841081479415,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,144.0,3.066664600631207,0.17591778137740205,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,150.0,3.4546826035190312,0.3728841008514312,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,152.0,3.38974064482035,0.23855381532292963,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,157.0,2.644345310832116,0.1474348110719642,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,187.0,0.7593197604831958,0.217130771914408,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,189.0,0.8193264508788463,0.23660724888034715,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,193.0,0.9262509708645312,0.23827318191942023,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,200.0,0.6206430746929937,0.12817867196163074,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,203.0,0.530572768448989,0.1810179006566729,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,206.0,0.0148324022392754,0.19317189160408435,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,210.0,-0.7289786654185124,0.26791672068580846,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,213.0,-0.8648836800067987,0.057421579709074695,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,215.0,-0.7933910794140326,0.07649892361001547,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,224.0,0.301557233311755,0.11708740818184744,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,228.0,-0.5604032522211528,0.2045555935759019,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,287.0,-0.14385064608943648,0.36761206693063797,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,289.0,-0.16636259780304496,0.2410755410621342,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,296.0,-0.13670951326544561,0.10880951611822383,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,317.0,-0.9820535676599874,0.17916517600350312,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,320.0,-0.994090903303595,0.16154482249953517,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,329.0,-0.28387574431225815,0.17808817467232552,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,331.0,-0.23536283452679846,0.17791353988375858,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,333.0,-0.23747215780981623,0.12435063452352557,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,336.0,-0.2937452045448872,0.15768492850021854,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,340.0,-0.3881478929351996,0.18072942330913258,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,378.0,0.9282782438702342,0.18948385060278808,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,381.0,0.7678020659252288,0.15196796069947013,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,393.0,-0.16992466754480146,0.198033405336294,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,398.0,-0.5976649147851807,0.3719806312451504,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P12,402.0,-1.2182308881109098,0.5158188519856182,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P13,0.0,-0.05019726946126152,0.15623053022432254,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P13,3.0,-0.05776585609689751,0.14395199741984607,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P13,6.0,-0.10027669590506669,0.1720366785099439,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P13,9.0,-0.2510688176382029,0.14948678204706026,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P13,12.0,-0.37069877618204494,0.16325173374188687,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P13,16.0,-0.4504270570860902,0.10896452668935747,density-only C kernel local TFC maxima
