mode,endpoint,direction,arm,comparison,mean_true,mean_control,effect,p_greater,n_pairs
gmr72_phase_conditioned,rank_reward,B_to_C_to_A,intersection,true_vs_balanced,-0.6582992206788193,-0.7173479188673209,0.05904869818850166,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,B_to_C_to_A,intersection,true_vs_performance_matched,-0.6582992206788193,-0.7581366744380796,0.09983745375926033,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.6582992206788193,-0.7136476318624325,0.05534841118361329,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.6582992206788193,-0.719583516336244,0.06128429565742459,0.0001999600079984003,502
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_random,-0.2705919626904819,-0.2868769773334089,0.01628501464292698,0.007998400319936013,502
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_balanced,-0.2705919626904819,-0.2768733289059226,0.0062813662154407,0.002599480103979204,502
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_performance_matched,-0.2705919626904819,-0.2756646604773112,0.005072697786829343,0.06638672265546891,502
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.2705919626904819,-0.27467273625596733,0.004080773565485397,0.03179364127174565,502
gmr72_phase_conditioned,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.2705919626904819,-0.27883948557387706,0.008247522883395158,0.0011997600479904018,502
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_random,-0.27133330080880497,-0.27620295544756623,0.004869654638761213,0.23395320935812838,502
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_balanced,-0.27133330080880497,-0.2773493154866781,0.006016014677873179,0.0009998000399920016,502
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_performance_matched,-0.27133330080880497,-0.2819437436780104,0.010610442869205417,0.004599080183963208,502
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.27133330080880497,-0.2746656562203688,0.0033323554115638502,0.08238352329534093,502
gmr72_phase_conditioned,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.27133330080880497,-0.27868355939632855,0.0073502585875235915,0.0061987602479504095,502
fes_string_conditioned,z_reward,A_to_C_to_B,intersection,true_vs_random,-0.7121087170300231,-0.7254996320707218,0.013390915040698828,0.1819636072785443,502
fes_string_conditioned,z_reward,A_to_C_to_B,intersection,true_vs_balanced,-0.7121087170300231,-0.7140804129272931,0.001971695897270231,0.3659268146370726,502
fes_string_conditioned,z_reward,A_to_C_to_B,intersection,true_vs_performance_matched,-0.7121087170300231,-0.7471867202152502,0.03507800318522724,0.0003999200159968006,502
