endpoint,fold,label,idx_in_session,ab_history_state,access_readout,baseline_max,access_effect,control_kind
z_reward,1,P26,169.0,ab=low|lag0=low|lag5=mid,-0.18212787540535197,0.46942378054896783,-0.6515516559543197,ab_history_policy
z_reward,1,P26,182.0,ab=mid|lag0=mid|lag5=low,0.12692123189556911,2.112627147228473,-1.9857059153329037,ab_history_policy
z_reward,1,P26,200.0,ab=high|lag0=high|lag5=high,0.289904002498957,0.21442060119227602,0.07548340130668096,ab_history_policy
z_reward,1,P26,210.0,ab=mid|lag0=mid|lag5=mid,0.2537573577854693,1.364959235940718,-1.1112018781552488,ab_history_policy
z_reward,1,P26,217.0,ab=mid|lag0=mid|lag5=high,0.9704769960271519,0.7582129652223599,0.21226403080479195,ab_history_policy
z_reward,1,P26,226.0,ab=mid|lag0=mid|lag5=low,-0.008405015245176645,-0.5123486420346381,0.5039436267894615,ab_history_policy
z_reward,1,P26,237.0,ab=low|lag0=low|lag5=mid,-0.36385825236627467,0.5177882453723899,-0.8816464977386645,ab_history_policy
z_reward,1,P26,253.0,ab=high|lag0=high|lag5=mid,0.5856161345606046,0.5046456340368451,0.08097050052375943,ab_history_policy
z_reward,1,P26,269.0,ab=high|lag0=high|lag5=mid,0.7482121190969663,1.2806690118492259,-0.5324568927522596,ab_history_policy
z_reward,1,P26,346.0,ab=low|lag0=low|lag5=low,-0.6904029894711683,-0.4731349214640348,-0.2172680680071335,ab_history_policy
z_reward,1,P26,396.0,ab=low|lag0=low|lag5=mid,-0.1094930297486735,1.0465690967176429,-1.1560621264663165,ab_history_policy
z_reward,1,P6,19.0,ab=high|lag0=high|lag5=mid,0.5320960504239604,0.673102009159823,-0.14100595873586264,ab_history_policy
z_reward,1,P6,59.0,ab=low|lag0=low|lag5=mid,0.0468657474200314,2.2722164514847156,-2.225350704064684,ab_history_policy
z_reward,1,P6,66.0,ab=low|lag0=low|lag5=low,0.09741440895556566,2.9084232680950657,-2.8110088591395,ab_history_policy
z_reward,1,P6,86.0,ab=high|lag0=high|lag5=mid,0.5166999447767566,0.7117467914152775,-0.1950468466385209,ab_history_policy
z_reward,1,P6,96.0,ab=high|lag0=high|lag5=mid,0.7124723900297231,1.2961115742346647,-0.5836391842049417,ab_history_policy
z_reward,1,P6,134.0,ab=low|lag0=low|lag5=mid,-0.46386447661942143,0.2777858460851311,-0.7416503227045526,ab_history_policy
z_reward,1,P6,166.0,ab=high|lag0=high|lag5=mid,0.34132104896118814,1.8827029934420108,-1.5413819444808226,ab_history_policy
z_reward,1,P6,195.0,ab=low|lag0=low|lag5=low,-0.765349202104813,-0.1990955892323762,-0.5662536128724369,ab_history_policy
z_reward,1,P6,202.0,ab=low|lag0=low|lag5=low,-0.4542325919241559,0.09780503069300397,-0.5520376226171598,ab_history_policy
z_reward,1,P6,297.0,ab=low|lag0=low|lag5=mid,-0.40799123511361457,1.0412949487269165,-1.449286183840531,ab_history_policy
z_reward,1,P6,305.0,ab=low|lag0=low|lag5=low,-0.7503221894133895,-0.18684415444135977,-0.5634780349720296,ab_history_policy
