bridge_variant,operator_pool,direction,comparison,mean_true,mean_control,effect,p_greater,n_pairs
no_bridge,core_5,B_to_C_to_A,true_vs_phase_rotated,-0.6533291984945849,-0.692294648347845,0.03896544985326018,0.004999000199960008,502
no_bridge,core_5,B_to_C_to_A,true_vs_random,-0.6533291984945849,-0.7209294777497899,0.0676002792552049,0.0001999600079984003,502
no_bridge,core_5,B_to_C_to_A,true_vs_performance_matched,-0.6533291984945849,-0.7351688319982546,0.08183963350366966,0.0001999600079984003,502
no_bridge,no_phase_only,A_to_C_to_B,true_vs_balanced,-0.6519080190249446,-0.6881569958940789,0.03624897686913425,0.0005998800239952009,502
no_bridge,no_phase_only,A_to_C_to_B,true_vs_shuffled_c,-0.6519080190249446,-0.6843212393684804,0.03241322034353591,0.004999000199960008,502
no_bridge,no_phase_only,A_to_C_to_B,true_vs_phase_rotated,-0.6519080190249446,-0.6967674684743097,0.04485944944936506,0.0027994401119776045,502
no_bridge,no_phase_only,A_to_C_to_B,true_vs_random,-0.6519080190249446,-0.7105681337106509,0.058660114685706394,0.0003999200159968006,502
no_bridge,no_phase_only,A_to_C_to_B,true_vs_performance_matched,-0.6519080190249446,-0.7040366110628713,0.05212859203792681,0.0001999600079984003,502
no_bridge,no_phase_only,B_to_C_to_A,true_vs_balanced,-0.6552685582609343,-0.694940429881638,0.039671871620703555,0.0003999200159968006,502
no_bridge,no_phase_only,B_to_C_to_A,true_vs_shuffled_c,-0.6552685582609343,-0.6859019135667997,0.030633355305865334,0.02419516096780644,502
no_bridge,no_phase_only,B_to_C_to_A,true_vs_phase_rotated,-0.6552685582609343,-0.6942410526583561,0.03897249439742171,0.0057988402319536095,502
no_bridge,no_phase_only,B_to_C_to_A,true_vs_random,-0.6552685582609343,-0.7237627971871835,0.06849423892624902,0.0001999600079984003,502
no_bridge,no_phase_only,B_to_C_to_A,true_vs_performance_matched,-0.6552685582609343,-0.7388941261217196,0.08362556786078507,0.0001999600079984003,502
no_bridge,no_suppress,A_to_C_to_B,true_vs_balanced,-0.6766755049067319,-0.7127779499942714,0.0361024450875394,0.0003999200159968006,502
no_bridge,no_suppress,A_to_C_to_B,true_vs_shuffled_c,-0.6766755049067319,-0.7158898013276181,0.039214296420886176,0.0015996800639872025,502
no_bridge,no_suppress,A_to_C_to_B,true_vs_phase_rotated,-0.6766755049067319,-0.7161130306973792,0.03943752579064733,0.003199360127974405,502
no_bridge,no_suppress,A_to_C_to_B,true_vs_random,-0.6766755049067319,-0.7404159444919969,0.06374043958526504,0.0001999600079984003,502
no_bridge,no_suppress,A_to_C_to_B,true_vs_performance_matched,-0.6766755049067319,-0.73605421355832,0.05937870865158811,0.0001999600079984003,502
no_bridge,no_suppress,B_to_C_to_A,true_vs_balanced,-0.6726616805683414,-0.7167931131085565,0.04413143254021522,0.0001999600079984003,502
no_bridge,no_suppress,B_to_C_to_A,true_vs_shuffled_c,-0.6726616805683414,-0.7156862489695072,0.04302456840116582,0.002999400119976005,502
no_bridge,no_suppress,B_to_C_to_A,true_vs_phase_rotated,-0.6726616805683414,-0.7092707591713421,0.036609078603000784,0.004799040191961607,502
no_bridge,no_suppress,B_to_C_to_A,true_vs_random,-0.6726616805683414,-0.7434665993195029,0.07080491875116152,0.0001999600079984003,502
no_bridge,no_suppress,B_to_C_to_A,true_vs_performance_matched,-0.6726616805683414,-0.7646775067775172,0.09201582620917578,0.0001999600079984003,502
