mode,endpoint,objectification_level,comparison,control_kind,mean_true,mean_control,effect,p_greater,n_pairs,passes
gmr72_phase_conditioned,rank_reward,L5_full_objectification,true_vs_balanced,balanced,0.20229465458767176,0.8962119321449687,-0.693917277557297,1.0,66,False
gmr72_phase_conditioned,rank_reward,L5_full_objectification,true_vs_performance_matched,performance_matched,0.20229465458767176,-0.4911336450068614,0.6934282995945331,0.0001999600079984003,66,True
gmr72_phase_conditioned,rank_reward,L5_full_objectification,true_vs_shuffled_c,shuffled_c,0.20229465458767176,-0.21347271387078887,0.4157673684584606,0.003999200159968006,66,True
gmr72_phase_conditioned,rank_reward,L5_full_objectification,true_vs_phase_rotated,phase_rotated,0.20229465458767176,0.772892984565369,-0.5705983299776971,1.0,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L1_novelty_only,true_vs_random,random,0.21344606647554207,-1.5454618361308712,1.7589079026064134,0.0001999600079984003,66,True
gmr72_phase_conditioned,gmr72_bridge_composite,L1_novelty_only,true_vs_balanced,balanced,0.21344606647554207,1.2503891155005684,-1.0369430490250262,1.0,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L1_novelty_only,true_vs_performance_matched,performance_matched,0.21344606647554207,-0.3452654787963229,0.558711545271865,0.0001999600079984003,66,True
gmr72_phase_conditioned,gmr72_bridge_composite,L1_novelty_only,true_vs_shuffled_c,shuffled_c,0.21344606647554207,0.2134460664755421,8.410780489584519e-19,0.5022995400919816,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L1_novelty_only,true_vs_phase_rotated,phase_rotated,0.21344606647554207,0.213446066475542,4.85722573273506e-17,0.21095780843831233,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L2_novelty_selected_distance,true_vs_random,random,-0.3391766003282375,-0.8151676556522904,0.47599105532405295,0.008798240351929614,66,True
gmr72_phase_conditioned,gmr72_bridge_composite,L2_novelty_selected_distance,true_vs_balanced,balanced,-0.3391766003282375,0.963553194402734,-1.3027297947309713,1.0,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L2_novelty_selected_distance,true_vs_performance_matched,performance_matched,-0.3391766003282375,-0.23047021035294726,-0.10870638997529022,0.7886422715456909,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L2_novelty_selected_distance,true_vs_shuffled_c,shuffled_c,-0.3391766003282375,0.17437245654871433,-0.5135490568769518,0.9998000399920016,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L2_novelty_selected_distance,true_vs_phase_rotated,phase_rotated,-0.3391766003282375,0.24688881538202684,-0.5860654157102642,1.0,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L3_add_entropy_noncollapse,true_vs_random,random,0.003605888580357289,-1.4333004642179452,1.4369063527983024,0.0001999600079984003,66,True
gmr72_phase_conditioned,gmr72_bridge_composite,L3_add_entropy_noncollapse,true_vs_balanced,balanced,0.003605888580357289,0.9780751120172918,-0.9744692234369345,1.0,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L3_add_entropy_noncollapse,true_vs_performance_matched,performance_matched,0.003605888580357289,-0.2798581545736429,0.2834640431540002,0.0033993201359728054,66,True
gmr72_phase_conditioned,gmr72_bridge_composite,L3_add_entropy_noncollapse,true_vs_shuffled_c,shuffled_c,0.003605888580357289,0.3418572019844772,-0.33825131340411996,0.9982003599280144,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L3_add_entropy_noncollapse,true_vs_phase_rotated,phase_rotated,0.003605888580357289,0.3896204162094615,-0.3860145276291042,1.0,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L4_add_coherence,true_vs_random,random,0.21222855393845147,-1.7721476473868927,1.9843762013253436,0.0001999600079984003,66,True
gmr72_phase_conditioned,gmr72_bridge_composite,L4_add_coherence,true_vs_balanced,balanced,0.21222855393845147,0.9396179195295964,-0.7273893655911449,1.0,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L4_add_coherence,true_vs_performance_matched,performance_matched,0.21222855393845147,-0.22008832464272696,0.43231687858117845,0.0001999600079984003,66,True
gmr72_phase_conditioned,gmr72_bridge_composite,L4_add_coherence,true_vs_shuffled_c,shuffled_c,0.21222855393845147,0.35130986360216127,-0.1390813096637098,0.9612077584483103,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L4_add_coherence,true_vs_phase_rotated,phase_rotated,0.21222855393845147,0.4890796349594108,-0.2768510810209593,1.0,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L5_full_objectification,true_vs_random,random,0.42952074034915183,-1.402555820165225,1.8320765605143767,0.0001999600079984003,66,True
gmr72_phase_conditioned,gmr72_bridge_composite,L5_full_objectification,true_vs_balanced,balanced,0.42952074034915183,0.6279182460722986,-0.19839750572314674,0.9954009198160368,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L5_full_objectification,true_vs_performance_matched,performance_matched,0.42952074034915183,-0.6930663770353231,1.1225871173844748,0.0001999600079984003,66,True
gmr72_phase_conditioned,gmr72_bridge_composite,L5_full_objectification,true_vs_shuffled_c,shuffled_c,0.42952074034915183,0.267552472622336,0.1619682677268159,0.05298940211957608,66,False
gmr72_phase_conditioned,gmr72_bridge_composite,L5_full_objectification,true_vs_phase_rotated,phase_rotated,0.42952074034915183,0.7706307381567614,-0.3411099978076096,1.0,66,False
fes_string_conditioned,z_reward,L1_novelty_only,true_vs_random,random,0.054821087730084275,-1.350722300164385,1.4055433878944694,0.0001999600079984003,25,True
fes_string_conditioned,z_reward,L1_novelty_only,true_vs_balanced,balanced,0.054821087730084275,1.403810291648739,-1.3489892039186546,1.0,25,False
fes_string_conditioned,z_reward,L1_novelty_only,true_vs_performance_matched,performance_matched,0.054821087730084275,-0.217551254674607,0.2723723424046913,0.02659468106378724,25,True
fes_string_conditioned,z_reward,L1_novelty_only,true_vs_shuffled_c,shuffled_c,0.054821087730084275,0.05482108773008428,8.881784197001253e-18,0.498500299940012,25,False
fes_string_conditioned,z_reward,L1_novelty_only,true_vs_phase_rotated,phase_rotated,0.054821087730084275,0.05482108773008438,-9.547918011776346e-17,1.0,25,False
fes_string_conditioned,z_reward,L2_novelty_selected_distance,true_vs_random,random,-0.73574358927148,-0.6492909111595084,-0.08645267811197171,0.625874825034993,25,False
fes_string_conditioned,z_reward,L2_novelty_selected_distance,true_vs_balanced,balanced,-0.73574358927148,1.083342212182726,-1.8190858014542062,1.0,25,False
fes_string_conditioned,z_reward,L2_novelty_selected_distance,true_vs_performance_matched,performance_matched,-0.73574358927148,0.0420398223124615,-0.7777834115839416,0.9996000799840032,25,False
