source,topology_arm,classification,representation_arm,comparison,metric,value,nearest_fraction,numerator,denominator,abs_error_to_fraction,is_close_to_fraction,is_focus_fraction,has_numerator_gt_1,tags
readout_deviation_from_c12,c13_ring_share_5,full-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.8429968300459004,16/19,16,19,0.0008915668880057348,True,False,True,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
paired_boundary,c14_ring_share_11,boundary,,full_minus_reverse,ci_width_scaled,0.4675941336848887,7/15,7,15,0.0009274670182220501,True,False,True,c14_transition_probe|ring_sharing|ring_share_11|even_n
paired_boundary,c13,full-stable,,full_minus_reverse,ci_width_scaled,0.6259318530184045,5/8,5,8,0.0009318530184044826,True,False,True,c13_full_branch|odd_n
readout_rank_scaled,c14_reversed,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.13542917526540355,3/22,3,22,0.0009344610982328083,True,False,True,c14_transition_probe|reversed|even_n
readout_rank_scaled,c12_edge_count_null,boundary,c_to_ab_receiver_only,,readout_minmax_scaled,0.4771304474580374,10/21,10,21,0.0009399712675612348,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c13_degree_null,full-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.2641023475335729,5/19,5,19,0.0009444527967308325,True,False,True,c13_full_branch|odd_n
readout_rank_scaled,c13_degree_null,full-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.2641023475335729,5/19,5,19,0.0009444527967308325,True,False,True,c13_full_branch|odd_n
readout_deviation_from_c12,c10_ring_share_10,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.8759531186458493,7/8,7,8,0.000953118645849349,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_rank_scaled,c10_edge_count_null,boundary,reverse_only_c_to_ab,,readout_minmax_scaled,0.11668874572174079,2/17,2,17,0.0009583131017886215,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_edge_count_null,boundary,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.8833112542782593,15/17,15,17,0.0009583131017887325,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_rank_scaled,c14,full-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.1748952833521,4/23,4,23,0.0009822398738391358,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c14,full-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.1748952833521,4/23,4,23,0.0009822398738391358,True,False,True,c14_transition_probe|even_n
readout_deviation_from_c12,c14,full-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.8430908467528142,16/19,16,19,0.0009855835949195146,True,False,True,c14_transition_probe|even_n
paired_boundary,c10_ring_share_10,boundary,,full_minus_reverse,ci_width_scaled,0.5406531381803205,13/24,13,24,0.0010135284863461713,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_10|5_or_10_proxy|even_n
paired_boundary,c12_ring_share_10,reverse-stable,,full_minus_reverse,abs_mean_delta_scaled,0.6100960596387075,11/18,11,18,0.0010150514724036608,True,False,True,c12_neighborhood|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_deviation_from_c12,c8,reverse-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.33231680483707565,1/3,1,3,0.0010165284962576626,True,False,False,even_n
readout_rank_scaled,c14_degree_null,full-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.2641828480337865,5/19,5,19,0.0010249532969444086,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c14_degree_null,full-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.2641828480337865,5/19,5,19,0.0010249532969444086,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c8,reverse-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.76820238125088,10/13,10,13,0.0010283879798892448,True,False,True,even_n
readout_deviation_from_c12,c16,full-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.8656354864671761,13/15,13,15,0.0010311801994905556,True,False,True,even_n
readout_rank_scaled,c16,full-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.13436451353282394,2/15,2,15,0.0010311801994906111,True,False,True,even_n
readout_rank_scaled,c13,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.04896326193799418,1/20,1,20,0.0010367380620058195,True,False,False,c13_full_branch|odd_n
paired_boundary,c12_ring_share_10,reverse-stable,,full_minus_reverse,ci_width_scaled,0.5898691255105302,13/22,13,22,0.0010399653985607715,True,False,True,c12_neighborhood|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_rank_scaled,c10_degree_null,reverse-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.11005590519447751,1/9,1,9,0.001055205916633592,True,False,False,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c14_shuffled,full-stable,,full_minus_reverse,abs_mean_delta_scaled,0.5919731946710459,13/22,13,22,0.001064103761954982,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c12_degree_null,reverse-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.2619503063537131,6/23,6,23,0.0010807411363217834,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c12_degree_null,reverse-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.2619503063537131,6/23,6,23,0.0010807411363217834,True,False,True,c12_neighborhood|even_n
paired_boundary,c14_degree_null,full-stable,,full_minus_reverse,ci_width_scaled,0.44554261982307003,4/9,4,9,0.0010981753786256099,True,False,True,c14_transition_probe|even_n
readout_deviation_from_c12,c11,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.9079905188366768,10/11,10,11,0.001100390254232253,True,False,True,odd_n
readout_rank_scaled,c15,boundary,c_to_ab_magnitude_only,,readout_minmax_scaled,0.17501467352657116,4/23,4,23,0.0011016300483102925,True,False,True,x3_or_7mod12_proxy|odd_n
readout_rank_scaled,c15,boundary,c_to_ab_standpoint_only,,readout_minmax_scaled,0.17501467352657116,4/23,4,23,0.0011016300483102925,True,False,True,x3_or_7mod12_proxy|odd_n
readout_rank_scaled,c10_ring_share_10,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.08978880387359821,1/11,1,11,0.0011202870354927036,True,False,False,c10_boundary_candidate|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_deviation_from_c12,c12_ring_share_5,reverse-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.0011661432864842074,0/1,0,1,0.0011661432864842074,True,False,False,c12_neighborhood|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_deviation_from_c12,c13_ring_share_10,full-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.7789447904217212,7/9,7,9,0.001167012643943366,True,False,True,c13_full_branch|ring_sharing|ring_share_10|5_or_10_proxy|odd_n
readout_rank_scaled,c10_shuffled,boundary,reverse_only_c_to_ab,,readout_minmax_scaled,0.08578909091642849,2/23,2,23,0.0011674308227019453,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_shuffled,boundary,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.9142109090835717,21/23,21,23,0.001167430822702209,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c14_side_broken,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.13754258204960787,3/22,3,22,0.0011789456859715164,True,False,True,c14_transition_probe|even_n
readout_deviation_from_c12,c14_side_broken,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.7882883345279262,15/19,15,19,0.0011853496826000898,True,False,True,c14_transition_probe|even_n
readout_deviation_from_c12,c10,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.8678541338571663,13/15,13,15,0.0011874671904995582,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_rank_scaled,c14_ring_share_10,reverse-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.1292424747633826,3/23,3,23,0.0011923078453130453,True,False,True,c14_transition_probe|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_rank_scaled,c14_ring_share_10,reverse-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.1292424747633826,3/23,3,23,0.0011923078453130453,True,False,True,c14_transition_probe|ring_sharing|ring_share_10|5_or_10_proxy|even_n
paired_boundary,c12_shuffled,reverse-stable,,full_minus_reverse,abs_mean_delta_scaled,0.5306054348196859,9/17,9,17,0.0011936701138035577,True,False,True,c12_neighborhood|even_n
paired_boundary,c13_degree_null,full-stable,,full_minus_reverse,abs_mean_delta_scaled,0.6854187045692004,13/19,13,19,0.0012081782534109076,True,False,True,c13_full_branch|odd_n
readout_rank_scaled,c13_ring_share_11,full-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.2154943317331751,3/14,3,14,0.0012086174474608136,True,False,True,c13_full_branch|ring_sharing|ring_share_11|odd_n
readout_rank_scaled,c14_edge_count_null,full-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.16789179764291526,1/6,1,6,0.0012251309762486007,True,False,False,c14_transition_probe|even_n
readout_rank_scaled,c12_degree_null,reverse-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.2765501975410738,5/18,5,18,0.0012275802367039956,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c12_degree_null,reverse-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.7234498024589263,13/18,13,18,0.0012275802367041067,True,False,True,c12_neighborhood|even_n
paired_boundary,c13_edge_count_null,full-stable,,full_minus_reverse,ci_width_scaled,0.5250876069994537,10/19,10,19,0.0012281824742305103,True,False,True,c13_full_branch|odd_n
readout_rank_scaled,c13_ring_share_11,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.051400576735385735,1/19,1,19,0.0012310022119826833,True,False,False,c13_full_branch|ring_sharing|ring_share_11|odd_n
paired_boundary,c13_shuffled,boundary,,full_minus_reverse,ci_width_scaled,0.6375961073460938,7/11,7,11,0.0012324709824574898,True,False,True,c13_full_branch|odd_n
paired_boundary,c12_ring_share_7,reverse-stable,,full_minus_reverse,abs_mean_delta_scaled,0.9487592828485557,19/20,19,20,0.0012407171514442483,True,False,True,c12_neighborhood|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
paired_boundary,c14_ring_share_10,reverse-stable,,full_minus_reverse,ci_width_scaled,0.41794755229957825,5/12,5,12,0.0012808856329115659,True,False,True,c14_transition_probe|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_deviation_from_c12,c13_reversed,full-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.7987151332854261,4/5,4,5,0.0012848667145739512,True,False,True,c13_full_branch|reversed|odd_n
readout_deviation_from_c12,c13_reversed,full-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.7987151332854261,4/5,4,5,0.0012848667145739512,True,False,True,c13_full_branch|reversed|odd_n
readout_rank_scaled,c12_shuffled,reverse-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.29540308443092056,5/17,5,17,0.0012854373720970202,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c12_ring_share_7,reverse-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.14870026002996098,3/20,3,20,0.0012997399700390155,True,False,True,c12_neighborhood|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
readout_rank_scaled,c15,boundary,c_to_ab_receiver_only,,readout_minmax_scaled,0.17260208697027052,4/23,4,23,0.0013109565079903462,True,False,True,x3_or_7mod12_proxy|odd_n
readout_rank_scaled,c13_edge_count_null,full-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.17778590413024936,3/17,3,17,0.0013153158949552324,True,False,True,c13_full_branch|odd_n
readout_rank_scaled,c13_edge_count_null,full-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.17778590413024936,3/17,3,17,0.0013153158949552324,True,False,True,c13_full_branch|odd_n
paired_boundary,c12_degree_null,reverse-stable,,full_minus_reverse,abs_mean_delta_scaled,0.40131577041690764,2/5,2,5,0.0013157704169076134,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c13_ring_share_5,full-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.9153468023294148,11/12,11,12,0.0013198643372518415,True,False,True,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
readout_rank_scaled,c13_ring_share_5,full-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.08465319767058525,1/12,1,12,0.0013198643372519248,True,False,False,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
paired_boundary,c10_ring_share_11,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.12632197374066875,1/8,1,8,0.0013219737406687526,True,False,False,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_reversed,boundary,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.9179897912602347,11/12,11,12,0.0013231245935680924,True,False,True,c10_boundary_candidate|reversed|5_or_10_proxy|even_n
paired_boundary,c14_ring_share_5,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.10393030188339254,2/19,2,19,0.0013328560113442939,True,False,True,c14_transition_probe|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_rank_scaled,c13_edge_count_null,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.1319871937423115,2/15,2,15,0.0013461395910218388,True,False,True,c13_full_branch|odd_n
paired_boundary,c14_side_broken,boundary,,full_minus_reverse,ci_width_scaled,0.827433360703544,19/23,19,23,0.0013464041818048722,True,False,True,c14_transition_probe|even_n
readout_deviation_from_c12,c13_side_broken,full-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.787060813826156,11/14,11,14,0.0013465281118703043,True,False,True,c13_full_branch|odd_n
readout_deviation_from_c12,c13_side_broken,full-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.787060813826156,11/14,11,14,0.0013465281118703043,True,False,True,c13_full_branch|odd_n
readout_deviation_from_c12,c14_side_broken,boundary,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.8875280383850047,8/9,8,9,0.0013608505038841257,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c14_side_broken,boundary,reverse_only_c_to_ab,,readout_minmax_scaled,0.11247196161499544,1/9,1,9,0.0013608505038843338,True,False,False,c14_transition_probe|even_n
readout_deviation_from_c12,c10_edge_count_null,boundary,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.9061553161370842,19/21,19,21,0.0013934113751794541,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_edge_count_null,boundary,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.9061553161370842,19/21,19,21,0.0013934113751794541,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_deviation_from_c12,c14_ring_share_7,reverse-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.9144382630621457,21/23,21,23,0.0013947848012761943,True,False,True,c14_transition_probe|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
paired_boundary,c12_edge_count_null,boundary,,full_minus_reverse,ci_width_scaled,0.551400488652858,11/20,11,20,0.001400488652857912,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c12_shuffled,reverse-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.728682522897321,8/11,8,11,0.001409795624593757,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c12_shuffled,reverse-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.728682522897321,8/11,8,11,0.001409795624593757,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c10_ring_share_10,boundary,reverse_only_c_to_ab,,readout_minmax_scaled,0.07833650286658095,1/13,1,13,0.0014134259435040208,True,False,False,c10_boundary_candidate|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_ring_share_10,boundary,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.9216634971334191,12/13,12,13,0.0014134259435040208,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_deviation_from_c12,c13_reversed,full-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.8681405389410858,20/23,20,23,0.0014246784502185417,True,False,True,c13_full_branch|reversed|odd_n
readout_rank_scaled,c13_reversed,full-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.1318594610589143,3/23,3,23,0.0014246784502186527,True,False,True,c13_full_branch|reversed|odd_n
paired_boundary,c10_reversed,boundary,,full_minus_reverse,ci_width_scaled,0.5868016118365234,10/17,10,17,0.001433682281123727,True,False,True,c10_boundary_candidate|reversed|5_or_10_proxy|even_n
readout_rank_scaled,c13_ring_share_10,full-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.21883855402086771,5/23,5,23,0.001447249673041634,True,False,True,c13_full_branch|ring_sharing|ring_share_10|5_or_10_proxy|odd_n
readout_rank_scaled,c10_edge_count_null,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.10966350771311593,1/9,1,9,0.0014476033979951702,True,False,False,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c9,boundary,,full_minus_reverse,full_win_fraction,0.4722222222222222,9/19,9,19,0.0014619883040935533,True,False,True,odd_n
paired_boundary,c10,boundary,,full_minus_reverse,full_win_fraction,0.4722222222222222,9/19,9,19,0.0014619883040935533,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c11,boundary,,full_minus_reverse,full_win_fraction,0.4722222222222222,9/19,9,19,0.0014619883040935533,True,False,True,odd_n
paired_boundary,c10_ring_share_11,boundary,,full_minus_reverse,reverse_win_fraction,0.4722222222222222,9/19,9,19,0.0014619883040935533,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
paired_boundary,c9,boundary,,full_minus_reverse,reverse_win_fraction,0.5277777777777778,10/19,10,19,0.0014619883040936088,True,False,True,odd_n
paired_boundary,c10,boundary,,full_minus_reverse,reverse_win_fraction,0.5277777777777778,10/19,10,19,0.0014619883040936088,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c11,boundary,,full_minus_reverse,reverse_win_fraction,0.5277777777777778,10/19,10,19,0.0014619883040936088,True,False,True,odd_n
paired_boundary,c10_ring_share_11,boundary,,full_minus_reverse,full_win_fraction,0.5277777777777778,10/19,10,19,0.0014619883040936088,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
readout_rank_scaled,c10_ring_share_11,boundary,reverse_only_c_to_ab,,readout_minmax_scaled,0.0854933310096669,2/23,2,23,0.0014631907294635343,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_ring_share_11,boundary,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.9145066689903332,21/23,21,23,0.0014631907294636592,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
readout_deviation_from_c12,c12_side_broken,full-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.634896631542627,7/11,7,11,0.0014670048210093656,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c10_ring_share_7,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.10146807496770388,1/10,1,10,0.0014680749677038751,True,False,False,c10_boundary_candidate|ring_sharing|ring_share_7|5_or_10_proxy|x3_or_7mod12_proxy|even_n
readout_rank_scaled,c9,boundary,c_to_ab_receiver_only,,readout_minmax_scaled,0.18897910248292277,3/16,3,16,0.0014791024829227672,True,False,True,odd_n
readout_rank_scaled,c14,full-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.15533572936263865,2/13,2,13,0.0014895755164847924,True,False,True,c14_transition_probe|even_n
readout_deviation_from_c12,c10_reversed,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.8873908914857901,8/9,8,9,0.0014979974030987497,True,False,True,c10_boundary_candidate|reversed|5_or_10_proxy|even_n
readout_deviation_from_c12,c13_shuffled,boundary,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.6941518669013053,16/23,16,23,0.0015003070117382,True,False,True,c13_full_branch|odd_n
readout_deviation_from_c12,c14_edge_count_null,full-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.9429432209820577,17/18,17,18,0.0015012234623866805,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c14_edge_count_null,full-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.05705677901794232,1/18,1,18,0.0015012234623867707,True,False,False,c14_transition_probe|even_n
readout_deviation_from_c12,c12_ring_share_5,reverse-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.13787128961346395,3/22,3,22,0.0015076532498276007,True,False,True,c12_neighborhood|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_rank_scaled,c14_degree_null,full-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.2792912215083427,5/18,5,18,0.0015134437305648896,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c14,full-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.12348247569636897,1/8,1,8,0.0015175243036310293,True,False,False,c14_transition_probe|even_n
readout_deviation_from_c12,c14,full-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.8765175243036312,7/8,7,8,0.001517524303631168,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c13_shuffled,boundary,c_to_ab_receiver_only,,readout_minmax_scaled,0.10679041417659155,2/19,2,19,0.0015272562818547109,True,False,True,c13_full_branch|odd_n
readout_deviation_from_c12,c14_shuffled,full-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.784178366351926,11/14,11,14,0.00153591936235975,True,False,True,c14_transition_probe|even_n
readout_deviation_from_c12,c14_shuffled,full-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.784178366351926,11/14,11,14,0.00153591936235975,True,False,True,c14_transition_probe|even_n
paired_boundary,c14,full-stable,,full_minus_reverse,abs_mean_delta_scaled,0.12345684363011197,1/8,1,8,0.0015431563698880268,True,False,False,c14_transition_probe|even_n
readout_deviation_from_c12,c10_ring_share_5,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.8873356045851563,8/9,8,9,0.0015532843037325827,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_5|5_or_10_proxy|even_n
paired_boundary,c10_edge_count_null,boundary,,full_minus_reverse,ci_width_scaled,0.7352763310429282,14/19,14,19,0.001565774220229632,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_rank_scaled,c13_shuffled,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.3027812071246341,7/23,7,23,0.0015666189623224636,True,False,True,c13_full_branch|odd_n
readout_rank_scaled,c13_ring_share_5,full-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.1554288033066278,2/13,2,13,0.001582649460473956,True,False,True,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
paired_boundary,c13_ring_share_5,full-stable,,full_minus_reverse,abs_mean_delta_scaled,0.4182541028982717,5/12,5,12,0.0015874362316050106,True,False,True,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
readout_rank_scaled,c8,reverse-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.6379517383077061,7/11,7,11,0.0015881019440697752,True,False,True,even_n
readout_rank_scaled,c8,reverse-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.6379517383077061,7/11,7,11,0.0015881019440697752,True,False,True,even_n
readout_deviation_from_c12,c10_ring_share_5,boundary,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.8872982142515488,8/9,8,9,0.0015906746373400837,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_5|5_or_10_proxy|even_n
paired_boundary,c12_side_broken,full-stable,,full_minus_reverse,ci_width_scaled,0.5539518562286034,5/9,5,9,0.001603699326952146,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c12_shuffled,reverse-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.7016047239431114,7/10,7,10,0.0016047239431113969,True,False,True,c12_neighborhood|even_n
paired_boundary,c14,full-stable,,full_minus_reverse,ci_width_scaled,0.45160531149048666,9/20,9,20,0.0016053114904866495,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c14_ring_share_11,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.14446791506319076,1/7,1,7,0.0016107722060479113,True,False,False,c14_transition_probe|ring_sharing|ring_share_11|even_n
readout_rank_scaled,c13_degree_null,full-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.07304905144829066,1/14,1,14,0.0016204800197192337,True,False,False,c13_full_branch|odd_n
readout_deviation_from_c12,c13_degree_null,full-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.9269509485517093,13/14,13,14,0.0016204800197192615,True,False,True,c13_full_branch|odd_n
readout_deviation_from_c12,c14_ring_share_11,boundary,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.8555166033329472,6/7,6,7,0.0016262538099098833,True,False,True,c14_transition_probe|ring_sharing|ring_share_11|even_n
readout_deviation_from_c12,c14_ring_share_11,boundary,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.8555166033329472,6/7,6,7,0.0016262538099098833,True,False,True,c14_transition_probe|ring_sharing|ring_share_11|even_n
readout_deviation_from_c12,c10_ring_share_11,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.8711926184468355,20/23,20,23,0.0016274010555311635,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
paired_boundary,c12_side_broken,full-stable,,full_minus_reverse,abs_mean_delta_scaled,0.6939409205943253,9/13,9,13,0.0016332282866330372,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c14_ring_share_7,reverse-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.08497255211505295,1/12,1,12,0.0016392187817196174,True,False,False,c14_transition_probe|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
readout_rank_scaled,c9,boundary,c_to_ab_magnitude_only,,readout_minmax_scaled,0.17225859342690739,4/23,4,23,0.0016544500513534788,True,False,True,odd_n
readout_rank_scaled,c9,boundary,c_to_ab_standpoint_only,,readout_minmax_scaled,0.17225859342690739,4/23,4,23,0.0016544500513534788,True,False,True,odd_n
readout_rank_scaled,c14_ring_share_5,boundary,c_to_ab_receiver_only,,readout_minmax_scaled,0.0730896215882481,1/14,1,14,0.001661050159676672,True,False,False,c14_transition_probe|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_deviation_from_c12,c14_ring_share_11,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.9247415007117089,12/13,12,13,0.00166457763478578,True,False,True,c14_transition_probe|ring_sharing|ring_share_11|even_n
readout_deviation_from_c12,c10_shuffled,boundary,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.8964162901921814,17/19,17,19,0.0016794480869182227,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_deviation_from_c12,c12_ring_share_5,reverse-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.10170370445764695,1/10,1,10,0.0017037044576469484,True,False,False,c12_neighborhood|ring_sharing|ring_share_5|5_or_10_proxy|even_n
