source,topology_arm,classification,representation_arm,comparison,metric,value,nearest_fraction,numerator,denominator,abs_error_to_fraction,is_close_to_fraction,is_focus_fraction,has_numerator_gt_1,tags
readout_deviation_from_c12,c14_ring_share_10,reverse-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.8534270799464848,17/20,17,20,0.0034270799464848345,True,False,True,c14_transition_probe|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_deviation_from_c12,c14_shuffled,full-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.9617971714702577,23/24,23,24,0.003463838136924302,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c12_ring_share_5,reverse-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.8534836194125307,17/20,17,20,0.003483619412530725,True,False,True,c12_neighborhood|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_deviation_from_c12,c12_ring_share_10,reverse-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.003574665555876495,0/1,0,1,0.003574665555876495,True,False,False,c12_neighborhood|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_deviation_from_c12,c14_degree_null,full-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.7178797868587041,5/7,5,7,0.003594072572989826,True,False,True,c14_transition_probe|even_n
paired_boundary,c12_ring_share_7,reverse-stable,,full_minus_reverse,ci_width_scaled,0.6036079712629752,3/5,3,5,0.0036079712629751848,True,False,True,c12_neighborhood|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
readout_rank_scaled,c13_ring_share_11,full-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.19410391042073752,4/21,4,21,0.003627719944547053,True,False,True,c13_full_branch|ring_sharing|ring_share_11|odd_n
readout_rank_scaled,c13_ring_share_11,full-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.19410391042073752,4/21,4,21,0.003627719944547053,True,False,True,c13_full_branch|ring_sharing|ring_share_11|odd_n
readout_rank_scaled,c10_shuffled,boundary,c_to_ab_receiver_only,,readout_minmax_scaled,0.19412983577157636,4/21,4,21,0.0036536452953858933,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_edge_count_null,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.8058627305902556,17/21,17,21,0.0036610789335539407,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_rank_scaled,c14_ring_share_5,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.20366330877961472,1/5,1,5,0.00366330877961471,True,False,False,c14_transition_probe|ring_sharing|ring_share_5|5_or_10_proxy|even_n
paired_boundary,c12_ring_share_11,reverse-stable,,full_minus_reverse,abs_mean_delta_scaled,0.6781288987790324,15/22,15,22,0.0036892830391493936,True,False,True,c12_neighborhood|ring_sharing|ring_share_11|even_n
readout_rank_scaled,c14_shuffled,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.03793976085997116,1/24,1,24,0.0037269058066955046,True,False,False,c14_transition_probe|even_n
readout_rank_scaled,c12_edge_count_null,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.3962679848989592,2/5,2,5,0.00373201510104082,True,False,True,c12_neighborhood|even_n
paired_boundary,c13_side_broken,full-stable,,full_minus_reverse,abs_mean_delta_scaled,0.7180240745201433,5/7,5,7,0.0037383602344289724,True,False,True,c13_full_branch|odd_n
readout_deviation_from_c12,c13,full-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.7962219287594304,4/5,4,5,0.0037780712405696137,True,False,True,c13_full_branch|odd_n
readout_deviation_from_c12,c13,full-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.7962219287594304,4/5,4,5,0.0037780712405696137,True,False,True,c13_full_branch|odd_n
paired_boundary,c12_degree_null,reverse-stable,,full_minus_reverse,ci_width_scaled,0.5946975594664243,13/22,13,22,0.003788468557333391,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c9,boundary,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.796163616522988,4/5,4,5,0.0038363834770120953,True,False,True,odd_n
paired_boundary,c10_ring_share_7,full-stable,,full_minus_reverse,full_win_fraction,0.8055555555555556,17/21,17,21,0.003968253968253954,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_7|5_or_10_proxy|x3_or_7mod12_proxy|even_n
paired_boundary,c13_degree_null,full-stable,,full_minus_reverse,full_win_fraction,0.8055555555555556,17/21,17,21,0.003968253968253954,True,False,True,c13_full_branch|odd_n
paired_boundary,c10_ring_share_7,full-stable,,full_minus_reverse,reverse_win_fraction,0.19444444444444442,4/21,4,21,0.003968253968253954,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_7|5_or_10_proxy|x3_or_7mod12_proxy|even_n
paired_boundary,c13_degree_null,full-stable,,full_minus_reverse,reverse_win_fraction,0.19444444444444442,4/21,4,21,0.003968253968253954,True,False,True,c13_full_branch|odd_n
readout_deviation_from_c12,c16,full-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.7959952353038648,4/5,4,5,0.004004764696135199,True,False,True,even_n
readout_deviation_from_c12,c16,full-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.7959952353038648,4/5,4,5,0.004004764696135199,True,False,True,even_n
readout_deviation_from_c12,c14_reversed,boundary,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.837458359445654,5/6,5,6,0.004125026112320684,True,False,True,c14_transition_probe|reversed|even_n
readout_deviation_from_c12,c14_reversed,boundary,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.837458359445654,5/6,5,6,0.004125026112320684,True,False,True,c14_transition_probe|reversed|even_n
readout_rank_scaled,c15,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.16252692358588008,1/6,1,6,0.004139743080786573,True,False,False,x3_or_7mod12_proxy|odd_n
readout_deviation_from_c12,c13_ring_share_11,full-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.8043875063827148,4/5,4,5,0.00438750638271479,True,False,True,c13_full_branch|ring_sharing|ring_share_11|odd_n
readout_deviation_from_c12,c13_ring_share_11,full-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.8043875063827148,4/5,4,5,0.00438750638271479,True,False,True,c13_full_branch|ring_sharing|ring_share_11|odd_n
paired_boundary,c13_degree_null,full-stable,,full_minus_reverse,ci_width_scaled,0.6566793810500814,15/23,15,23,0.004505468006603119,True,False,True,c13_full_branch|odd_n
readout_deviation_from_c12,c10_shuffled,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.8045241018819067,4/5,4,5,0.004524101881906661,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_deviation_from_c12,c13_degree_null,full-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.9628952202722227,23/24,23,24,0.00456188693888937,True,False,True,c13_full_branch|odd_n
readout_rank_scaled,c13_degree_null,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.03684927330806914,1/24,1,24,0.004817393358597523,True,False,False,c13_full_branch|odd_n
readout_rank_scaled,c10_ring_share_11,boundary,c_to_ab_magnitude_only,,readout_minmax_scaled,0.005103188069181623,0/1,0,1,0.005103188069181623,True,False,False,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
readout_rank_scaled,c10_ring_share_11,boundary,c_to_ab_standpoint_only,,readout_minmax_scaled,0.005103188069181623,0/1,0,1,0.005103188069181623,True,False,False,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_ring_share_11,boundary,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.9948571497532078,1/1,1,1,0.005142850246792174,True,False,False,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_ring_share_11,boundary,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.9948571497532078,1/1,1,1,0.005142850246792174,True,False,False,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
readout_rank_scaled,c8,reverse-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.6609879280937995,2/3,2,3,0.005678738572867159,True,False,True,even_n
readout_deviation_from_c12,c12_reversed,reverse-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.006095748432760027,0/1,0,1,0.006095748432760027,True,False,False,c12_neighborhood|reversed|even_n
readout_deviation_from_c12,c13_ring_share_7,full-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.9646431011878777,23/24,23,24,0.00630976785454429,True,False,True,c13_full_branch|ring_sharing|ring_share_7|x3_or_7mod12_proxy|odd_n
readout_rank_scaled,c12_ring_share_10,reverse-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.9935112096259056,1/1,1,1,0.006488790374094444,True,False,False,c12_neighborhood|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_rank_scaled,c13_ring_share_7,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.03511342843731502,1/24,1,24,0.006553238229351645,True,False,False,c13_full_branch|ring_sharing|ring_share_7|x3_or_7mod12_proxy|odd_n
paired_boundary,c10_ring_share_7,full-stable,,full_minus_reverse,abs_mean_delta_scaled,0.324834428671571,7/22,7,22,0.006652610489752797,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_7|5_or_10_proxy|x3_or_7mod12_proxy|even_n
readout_deviation_from_c12,c12_edge_count_null,boundary,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.6599742746340356,2/3,2,3,0.006692392032631056,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c12_edge_count_null,boundary,reverse_only_c_to_ab,,readout_minmax_scaled,0.3400257253659645,1/3,1,3,0.006692392032631167,True,False,False,c12_neighborhood|even_n
paired_boundary,c10,boundary,,full_minus_reverse,ci_width_scaled,0.6599720547769135,2/3,2,3,0.006694611889753177,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_rank_scaled,c12_ring_share_10,reverse-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.9931529831268013,1/1,1,1,0.006847016873198664,True,False,False,c12_neighborhood|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_rank_scaled,c12_ring_share_10,reverse-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.9931529831268013,1/1,1,1,0.006847016873198664,True,False,False,c12_neighborhood|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_rank_scaled,c12,reverse-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.993113921667705,1/1,1,1,0.0068860783322950425,True,False,False,c12_neighborhood|even_n
readout_deviation_from_c12,c12_ring_share_11,reverse-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.00693382519573531,0/1,0,1,0.00693382519573531,True,False,False,c12_neighborhood|ring_sharing|ring_share_11|even_n
readout_deviation_from_c12,c13_reversed,full-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.9653936669046143,23/24,23,24,0.007060333571280886,True,False,True,c13_full_branch|reversed|odd_n
readout_rank_scaled,c13_reversed,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.034368031174897305,1/24,1,24,0.007298635491769359,True,False,False,c13_full_branch|reversed|odd_n
readout_rank_scaled,c12_ring_share_7,reverse-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.9926399199239343,1/1,1,1,0.0073600800760657,True,False,False,c12_neighborhood|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
readout_rank_scaled,c12,reverse-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.9922878995679122,1/1,1,1,0.0077121004320878095,True,False,False,c12_neighborhood|even_n
readout_rank_scaled,c12,reverse-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.9922878995679122,1/1,1,1,0.0077121004320878095,True,False,False,c12_neighborhood|even_n
readout_deviation_from_c12,c12_ring_share_11,reverse-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.007772039178796787,0/1,0,1,0.007772039178796787,True,False,False,c12_neighborhood|ring_sharing|ring_share_11|even_n
readout_deviation_from_c12,c12_ring_share_11,reverse-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.007772039178796787,0/1,0,1,0.007772039178796787,True,False,False,c12_neighborhood|ring_sharing|ring_share_11|even_n
readout_rank_scaled,c12_ring_share_5,reverse-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.9919558085352381,1/1,1,1,0.008044191464761874,True,False,False,c12_neighborhood|ring_sharing|ring_share_5|5_or_10_proxy|even_n
event_geometry,representation_events,representation,c_to_ab_receiver_only,,c_to_ab_receiver_only_phase_concentration,0.991768647674878,1/1,1,1,0.008231352325121954,True,False,False,phase_geometry
readout_deviation_from_c12,c12_reversed,reverse-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.009338156191776548,0/1,0,1,0.009338156191776548,True,False,False,c12_neighborhood|reversed|even_n
readout_rank_scaled,c13_ring_share_5,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.009722880895294718,0/1,0,1,0.009722880895294718,True,False,False,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
readout_rank_scaled,c12_ring_share_10,reverse-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.9902412513660319,1/1,1,1,0.009758748633968084,True,False,False,c12_neighborhood|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_deviation_from_c12,c13_ring_share_5,full-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.9902097023481784,1/1,1,1,0.0097902976518216,True,False,False,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
readout_rank_scaled,c12,reverse-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.9899723894241621,1/1,1,1,0.010027610575837897,False,False,False,c12_neighborhood|even_n
readout_deviation_from_c12,c12_ring_share_11,reverse-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.010129182069078245,0/1,0,1,0.010129182069078245,False,False,False,c12_neighborhood|ring_sharing|ring_share_11|even_n
event_geometry,representation_events,representation,reverse_only_c_to_ab,,reverse_only_c_to_ab_phase_concentration,0.9892719713297378,1/1,1,1,0.010728028670262235,False,False,False,phase_geometry
readout_deviation_from_c12,c10_ring_share_10,boundary,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.9692535668282235,23/24,23,24,0.01092023349489013,False,False,True,c10_boundary_candidate|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_ring_share_10,boundary,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.9692535668282235,23/24,23,24,0.01092023349489013,False,False,True,c10_boundary_candidate|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_rank_scaled,c10_ring_share_10,boundary,c_to_ab_magnitude_only,,readout_minmax_scaled,0.0305093135912272,1/24,1,24,0.011157353075439466,False,False,False,c10_boundary_candidate|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_rank_scaled,c10_ring_share_10,boundary,c_to_ab_standpoint_only,,readout_minmax_scaled,0.0305093135912272,1/24,1,24,0.011157353075439466,False,False,False,c10_boundary_candidate|ring_sharing|ring_share_10|5_or_10_proxy|even_n
paired_boundary,c10_reversed,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.030391695855846224,1/24,1,24,0.01127497081082044,False,False,False,c10_boundary_candidate|reversed|5_or_10_proxy|even_n
event_geometry,representation_events,representation,c_to_ab_magnitude_only,,c_to_ab_magnitude_only_phase_concentration,0.987982521185344,1/1,1,1,0.01201747881465598,False,False,False,phase_geometry
event_geometry,representation_events,representation,c_to_ab_standpoint_only,,c_to_ab_standpoint_only_phase_concentration,0.987982521185344,1/1,1,1,0.01201747881465598,False,False,False,phase_geometry
event_geometry,representation_events,representation,full_self_consistent_rstar,,full_self_consistent_rstar_phase_concentration,0.9877699551988812,1/1,1,1,0.012230044801118778,False,False,False,phase_geometry
paired_boundary,c9,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.029301627993201244,1/24,1,24,0.01236503867346542,False,False,False,odd_n
readout_rank_scaled,c12_ring_share_11,reverse-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.9872938499140679,1/1,1,1,0.012706150085932122,False,False,False,c12_neighborhood|ring_sharing|ring_share_11|even_n
readout_deviation_from_c12,c12_ring_share_11,reverse-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.012706150085932342,0/1,0,1,0.012706150085932342,False,False,False,c12_neighborhood|ring_sharing|ring_share_11|even_n
readout_rank_scaled,c12_reversed,reverse-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.9870601490361469,1/1,1,1,0.012939850963853083,False,False,False,c12_neighborhood|reversed|even_n
paired_boundary,c13_side_broken,full-stable,,full_minus_reverse,full_win_fraction,0.9722222222222222,23/24,23,24,0.01388888888888884,False,False,True,c13_full_branch|odd_n
paired_boundary,c14_degree_null,full-stable,,full_minus_reverse,full_win_fraction,0.9722222222222222,23/24,23,24,0.01388888888888884,False,False,True,c14_transition_probe|even_n
paired_boundary,c13_side_broken,full-stable,,full_minus_reverse,reverse_win_fraction,0.02777777777777779,1/24,1,24,0.013888888888888874,False,False,False,c13_full_branch|odd_n
paired_boundary,c14_degree_null,full-stable,,full_minus_reverse,reverse_win_fraction,0.02777777777777779,1/24,1,24,0.013888888888888874,False,False,False,c14_transition_probe|even_n
paired_boundary,c12_ring_share_5,reverse-stable,,full_minus_reverse,reverse_win_fraction,0.9722222222222223,23/24,23,24,0.01388888888888895,False,False,True,c12_neighborhood|ring_sharing|ring_share_5|5_or_10_proxy|even_n
paired_boundary,c12_ring_share_5,reverse-stable,,full_minus_reverse,full_win_fraction,0.0277777777777777,1/24,1,24,0.013888888888888964,False,False,False,c12_neighborhood|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_deviation_from_c12,c12_ring_share_10,reverse-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.0275094365428835,1/24,1,24,0.014157230123783164,False,False,False,c12_neighborhood|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_rank_scaled,c12_ring_share_10,reverse-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.9724905634571166,23/24,23,24,0.014157230123783227,False,False,True,c12_neighborhood|ring_sharing|ring_share_10|5_or_10_proxy|even_n
paired_boundary,c10,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.027505100877023247,1/24,1,24,0.014161565789643418,False,False,False,c10_boundary_candidate|5_or_10_proxy|even_n
readout_deviation_from_c12,c12_reversed,reverse-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.026086456661690217,1/24,1,24,0.015580210004976447,False,False,False,c12_neighborhood|reversed|even_n
readout_rank_scaled,c12_reversed,reverse-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.9739135433383098,23/24,23,24,0.015580210004976447,False,False,True,c12_neighborhood|reversed|even_n
readout_rank_scaled,c12_reversed,reverse-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.9746821939649524,23/24,23,24,0.016348860631619,False,False,True,c12_neighborhood|reversed|even_n
readout_rank_scaled,c12_reversed,reverse-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.9746821939649524,23/24,23,24,0.016348860631619,False,False,True,c12_neighborhood|reversed|even_n
readout_deviation_from_c12,c12_reversed,reverse-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.017742537836676273,0/1,0,1,0.017742537836676273,False,False,False,c12_neighborhood|reversed|even_n
readout_deviation_from_c12,c12_reversed,reverse-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.017742537836676273,0/1,0,1,0.017742537836676273,False,False,False,c12_neighborhood|reversed|even_n
readout_deviation_from_c12,c10_ring_share_7,full-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.9765428826920892,23/24,23,24,0.01820954935875585,False,False,True,c10_boundary_candidate|ring_sharing|ring_share_7|5_or_10_proxy|x3_or_7mod12_proxy|even_n
readout_deviation_from_c12,c10_ring_share_7,full-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.9765428826920892,23/24,23,24,0.01820954935875585,False,False,True,c10_boundary_candidate|ring_sharing|ring_share_7|5_or_10_proxy|x3_or_7mod12_proxy|even_n
readout_rank_scaled,c10_ring_share_7,full-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.023276213663384917,1/24,1,24,0.018390453003281747,False,False,False,c10_boundary_candidate|ring_sharing|ring_share_7|5_or_10_proxy|x3_or_7mod12_proxy|even_n
readout_rank_scaled,c10_ring_share_7,full-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.023276213663384917,1/24,1,24,0.018390453003281747,False,False,False,c10_boundary_candidate|ring_sharing|ring_share_7|5_or_10_proxy|x3_or_7mod12_proxy|even_n
paired_boundary,c14_reversed,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.0232735795742147,1/24,1,24,0.018393087092451965,False,False,False,c14_transition_probe|reversed|even_n
readout_rank_scaled,c12_reversed,reverse-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.9807278726261731,1/1,1,1,0.019272127373826886,False,False,False,c12_neighborhood|reversed|even_n
paired_boundary,c10_degree_null,reverse-stable,,full_minus_reverse,abs_mean_delta_scaled,0.9780128472361878,23/24,23,24,0.019679513902854384,False,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c10_ring_share_10,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.01984995420843391,0/1,0,1,0.01984995420843391,False,False,False,c10_boundary_candidate|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_rank_scaled,c10_reversed,boundary,c_to_ab_magnitude_only,,readout_minmax_scaled,0.02046322511565825,0/1,0,1,0.02046322511565825,False,False,False,c10_boundary_candidate|reversed|5_or_10_proxy|even_n
readout_rank_scaled,c10_reversed,boundary,c_to_ab_standpoint_only,,readout_minmax_scaled,0.02046322511565825,0/1,0,1,0.02046322511565825,False,False,False,c10_boundary_candidate|reversed|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_reversed,boundary,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.9793777338970183,1/1,1,1,0.02062226610298168,False,False,False,c10_boundary_candidate|reversed|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_reversed,boundary,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.9793777338970183,1/1,1,1,0.02062226610298168,False,False,False,c10_boundary_candidate|reversed|5_or_10_proxy|even_n
