heldout_label,c_representation,topology_arm,n_nodes,n_directed_edges,n_seed_events,mean_seed_strength,total_impulse_budget,mean_bounded_differentiated_recovery,sd_bounded_differentiated_recovery,effect_vs_time_shifted,effect_vs_random_event,p_vs_time_shifted_and_random,topology_notes
P21,receiver_standpoint_magnitude_c,c11,11,44,6,0.11345405509894117,0.680724330593647,0.005294939427808864,0.018180583509231456,0.004497582864295578,0.0030377355087261395,0.3877551020408163,"C11(1,2) neighbouring-cycle control"
P21,receiver_standpoint_magnitude_c,c13,13,52,6,0.11345405509894117,0.680724330593647,0.0021658315723667608,0.01700703257040572,0.0006474612063124727,0.00646871618951338,0.4489795918367347,"C13(1,2) neighbouring-cycle control"
P21,receiver_standpoint_magnitude_c,c14,14,56,6,0.11345405509894117,0.680724330593647,0.00044695708430883785,0.024114395643744346,0.002995473626180684,-0.0026489378178400874,0.4897959183673469,"C14(1,2) neighbouring-cycle control"
P22,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,3,0.11887841477941445,0.35663524433824334,0.0060045643216954615,0.050607719988020265,0.011539769029573502,-0.0020682413296762734,0.4489795918367347,12 nodes with no coupling edges
P22,receiver_standpoint_magnitude_c,c12_1_2,12,48,3,0.11887841477941445,0.35663524433824334,0.0007535660483222011,0.04820504581806898,-0.012498129556545891,-0.0006562186851734274,0.5918367346938775,primary Luke/D12RG normalized readout candidate
P22,receiver_standpoint_magnitude_c,c12_reversed,12,48,3,0.11887841477941445,0.35663524433824334,0.00502017282003146,0.03286111109458848,0.011840654755538613,0.006150606453108467,0.3877551020408163,"C12(1,2) with all directed arrows reversed"
P22,receiver_standpoint_magnitude_c,c12_side_broken,12,48,3,0.11887841477941445,0.35663524433824334,-0.009247790641474948,0.03673561086988497,-0.01104932810194286,-0.0065727923067534135,0.6530612244897959,degree-matched C12 side-correspondence-broken control
P22,receiver_standpoint_magnitude_c,c12_shuffled,12,48,3,0.11887841477941445,0.35663524433824334,0.010054400247687112,0.039706166011004476,0.010228327411625323,0.006641770597042858,0.4489795918367347,C12 capacity-preserving target-shuffled control
P22,receiver_standpoint_magnitude_c,c10,10,40,3,0.11887841477941445,0.35663524433824334,-0.003321439292469789,0.035735669789895085,-0.008858836583580837,-0.005540164228327761,0.5918367346938775,"C10(1,2) neighbouring-cycle control"
P22,receiver_standpoint_magnitude_c,c11,11,44,3,0.11887841477941445,0.35663524433824334,0.02567629918084539,0.03400121420203626,0.028509298151092287,0.02984517586450435,0.1836734693877551,"C11(1,2) neighbouring-cycle control"
P22,receiver_standpoint_magnitude_c,c13,13,52,3,0.11887841477941445,0.35663524433824334,-0.02549130309573379,0.042650038872098506,-0.03134316161552365,-0.027385673745647692,0.8367346938775511,"C13(1,2) neighbouring-cycle control"
P22,receiver_standpoint_magnitude_c,c14,14,56,3,0.11887841477941445,0.35663524433824334,-0.006373115150970852,0.04590653289232367,-0.002274114055359308,-0.0005259764925542865,0.5306122448979592,"C14(1,2) neighbouring-cycle control"
P23,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,6,0.10491588317597995,0.6294952990558798,0.001448906420491606,0.02620979867294749,0.00559173235302431,0.0041736487960575405,0.3877551020408163,12 nodes with no coupling edges
P23,receiver_standpoint_magnitude_c,c12_1_2,12,48,6,0.10491588317597995,0.6294952990558798,-0.005253979946456887,0.015958417773543506,-0.0026302501429812633,-0.0037792329449356996,0.6530612244897959,primary Luke/D12RG normalized readout candidate
P23,receiver_standpoint_magnitude_c,c12_reversed,12,48,6,0.10491588317597995,0.6294952990558798,-0.007169908588802146,0.014462055802260012,-0.008864304536546682,-0.000830320070975778,0.5918367346938775,"C12(1,2) with all directed arrows reversed"
P23,receiver_standpoint_magnitude_c,c12_side_broken,12,48,6,0.10491588317597995,0.6294952990558798,0.003542901217152342,0.019431907768760498,0.0023880410854587872,0.00570122274539809,0.3877551020408163,degree-matched C12 side-correspondence-broken control
P23,receiver_standpoint_magnitude_c,c12_shuffled,12,48,6,0.10491588317597995,0.6294952990558798,0.006787210894064716,0.021167196932629268,0.009195883335465942,0.007370415646029625,0.2857142857142857,C12 capacity-preserving target-shuffled control
P23,receiver_standpoint_magnitude_c,c10,10,40,6,0.10491588317597995,0.6294952990558798,0.0044118175692843655,0.020765105335994214,0.006817000572609383,0.0027934124941625697,0.42857142857142855,"C10(1,2) neighbouring-cycle control"
P23,receiver_standpoint_magnitude_c,c11,11,44,6,0.10491588317597995,0.6294952990558798,-0.0005093649991810721,0.01915809016867068,0.0007831471897590317,-0.0029452929551013725,0.4489795918367347,"C11(1,2) neighbouring-cycle control"
P23,receiver_standpoint_magnitude_c,c13,13,52,6,0.10491588317597995,0.6294952990558798,0.0005974677651291267,0.021117496013187444,-0.0005826591161509551,0.0011654053555089543,0.46938775510204084,"C13(1,2) neighbouring-cycle control"
P23,receiver_standpoint_magnitude_c,c14,14,56,6,0.10491588317597995,0.6294952990558798,-0.004374084604830609,0.02041923665052523,-0.00421636469456628,-0.005401543053344617,0.6530612244897959,"C14(1,2) neighbouring-cycle control"
P24,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,5,0.08327730808062843,0.41638654040314216,-0.005126302573903519,0.026697382897893022,0.0021534058627980524,-0.013082032986595871,0.5918367346938775,12 nodes with no coupling edges
P24,receiver_standpoint_magnitude_c,c12_1_2,12,48,5,0.08327730808062843,0.41638654040314216,0.0015234985164571501,0.022365499490140318,-0.0015967230929841336,0.0043542863526244745,0.46938775510204084,primary Luke/D12RG normalized readout candidate
P24,receiver_standpoint_magnitude_c,c12_reversed,12,48,5,0.08327730808062843,0.41638654040314216,-0.0071230276482949564,0.02685345632337185,-0.010993309767425038,-0.008917117448701644,0.7142857142857143,"C12(1,2) with all directed arrows reversed"
P24,receiver_standpoint_magnitude_c,c12_side_broken,12,48,5,0.08327730808062843,0.41638654040314216,-0.002450841598628043,0.025117958562650124,-0.0002833390383632649,0.004138436324458922,0.46938775510204084,degree-matched C12 side-correspondence-broken control
P24,receiver_standpoint_magnitude_c,c12_shuffled,12,48,5,0.08327730808062843,0.41638654040314216,-0.0014287402316924044,0.02275847946795056,-0.003750456230817907,-0.004702106670582679,0.5102040816326531,C12 capacity-preserving target-shuffled control
P24,receiver_standpoint_magnitude_c,c10,10,40,5,0.08327730808062843,0.41638654040314216,0.0030037199799524713,0.018310739486955895,-0.0018756522632872633,0.004340912012923942,0.5102040816326531,"C10(1,2) neighbouring-cycle control"
P24,receiver_standpoint_magnitude_c,c11,11,44,5,0.08327730808062843,0.41638654040314216,-0.0010131802487420357,0.028621771503373018,0.010657018305405658,-0.0010597492165044784,0.3673469387755102,"C11(1,2) neighbouring-cycle control"
P24,receiver_standpoint_magnitude_c,c13,13,52,5,0.08327730808062843,0.41638654040314216,0.0018695591423904857,0.02043068741706402,0.00346727555107108,-0.0022146541879178,0.46938775510204084,"C13(1,2) neighbouring-cycle control"
P24,receiver_standpoint_magnitude_c,c14,14,56,5,0.08327730808062843,0.41638654040314216,-0.0013304167673593922,0.014724362530860671,0.00195575464839712,0.0019303505913114472,0.4489795918367347,"C14(1,2) neighbouring-cycle control"
P25,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,5,0.09569960044635331,0.4784980022317666,0.004227132964606667,0.02080639318087123,-0.0011778030789515196,0.006277243987399834,0.46938775510204084,12 nodes with no coupling edges
P25,receiver_standpoint_magnitude_c,c12_1_2,12,48,5,0.09569960044635331,0.4784980022317666,3.062847327025183e-05,0.01781651450619227,0.0006977026062471173,0.002359824016935563,0.4897959183673469,primary Luke/D12RG normalized readout candidate
P25,receiver_standpoint_magnitude_c,c12_reversed,12,48,5,0.09569960044635331,0.4784980022317666,0.0037650171775194734,0.020917103338533576,0.006334781210011272,0.0020874946622418435,0.4489795918367347,"C12(1,2) with all directed arrows reversed"
P25,receiver_standpoint_magnitude_c,c12_side_broken,12,48,5,0.09569960044635331,0.4784980022317666,-0.004823976936839339,0.021374226173918067,-0.010171610910923532,-0.004470735974451332,0.673469387755102,degree-matched C12 side-correspondence-broken control
P25,receiver_standpoint_magnitude_c,c12_shuffled,12,48,5,0.09569960044635331,0.4784980022317666,0.0017550745205344995,0.017809760403820464,-0.002675360579911353,-0.0006823548536507675,0.5714285714285714,C12 capacity-preserving target-shuffled control
P25,receiver_standpoint_magnitude_c,c10,10,40,5,0.09569960044635331,0.4784980022317666,0.0007158432844105878,0.020597507991848337,0.0017939699146305394,0.0005417536587839113,0.5102040816326531,"C10(1,2) neighbouring-cycle control"
P25,receiver_standpoint_magnitude_c,c11,11,44,5,0.09569960044635331,0.4784980022317666,-0.006168420346738118,0.01859039171050412,-0.011195414991690723,-0.007141485120776279,0.7346938775510204,"C11(1,2) neighbouring-cycle control"
P25,receiver_standpoint_magnitude_c,c13,13,52,5,0.09569960044635331,0.4784980022317666,-0.0011631320722123248,0.02404591001809253,-0.00045277019907801017,-0.005170537131439245,0.5102040816326531,"C13(1,2) neighbouring-cycle control"
P25,receiver_standpoint_magnitude_c,c14,14,56,5,0.09569960044635331,0.4784980022317666,-0.0034137491314512602,0.016418759994774976,-0.0003869953241412345,-0.006787794094222751,0.6938775510204082,"C14(1,2) neighbouring-cycle control"
P26,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,4,0.13066068878143872,0.5226427551257549,-0.0006536073849155987,0.025770180430953592,0.001979168018963582,-0.004675161378478618,0.5714285714285714,12 nodes with no coupling edges
P26,receiver_standpoint_magnitude_c,c12_1_2,12,48,4,0.13066068878143872,0.5226427551257549,-0.0017624533338245578,0.04172957797765152,0.005603079028240358,0.001505316053198873,0.46938775510204084,primary Luke/D12RG normalized readout candidate
P26,receiver_standpoint_magnitude_c,c12_reversed,12,48,4,0.13066068878143872,0.5226427551257549,-0.004955767867691407,0.03340992736497729,-0.019605459264840377,-0.00559164469486143,0.7755102040816326,"C12(1,2) with all directed arrows reversed"
P26,receiver_standpoint_magnitude_c,c12_side_broken,12,48,4,0.13066068878143872,0.5226427551257549,0.0041620116118352,0.023827792881067848,-0.012437130946325717,0.0012812102767425517,0.5510204081632653,degree-matched C12 side-correspondence-broken control
P26,receiver_standpoint_magnitude_c,c12_shuffled,12,48,4,0.13066068878143872,0.5226427551257549,-0.00039313338862624023,0.02579052283750161,0.004625548091315697,0.0009933813383176094,0.5102040816326531,C12 capacity-preserving target-shuffled control
P26,receiver_standpoint_magnitude_c,c10,10,40,4,0.13066068878143872,0.5226427551257549,0.005095326481485664,0.034282201329027435,0.006448284955061662,0.00011864957523263688,0.4489795918367347,"C10(1,2) neighbouring-cycle control"
P26,receiver_standpoint_magnitude_c,c11,11,44,4,0.13066068878143872,0.5226427551257549,0.002545911038409267,0.029765834856415232,0.00664701725855955,8.01126278952985e-05,0.42857142857142855,"C11(1,2) neighbouring-cycle control"
P26,receiver_standpoint_magnitude_c,c13,13,52,4,0.13066068878143872,0.5226427551257549,0.01096247833210083,0.029307126244870484,0.016651751912127172,0.004719183927170492,0.32653061224489793,"C13(1,2) neighbouring-cycle control"
P26,receiver_standpoint_magnitude_c,c14,14,56,4,0.13066068878143872,0.5226427551257549,0.007519974479685161,0.031708667830811874,0.004631328024429112,0.002344998964179141,0.4489795918367347,"C14(1,2) neighbouring-cycle control"
P3,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,4,0.14861798637206824,0.594471945488273,-0.00669016352226173,0.031902828445564135,-0.010767045889428438,-0.014671479950812548,0.7551020408163265,12 nodes with no coupling edges
P3,receiver_standpoint_magnitude_c,c12_1_2,12,48,4,0.14861798637206824,0.594471945488273,-0.0004091025639945967,0.028370236825102636,0.007988806344536416,0.0007883265533531736,0.5714285714285714,primary Luke/D12RG normalized readout candidate
P3,receiver_standpoint_magnitude_c,c12_reversed,12,48,4,0.14861798637206824,0.594471945488273,0.004964958899790398,0.03565549429761946,0.006191047938075121,0.007617943962602976,0.4489795918367347,"C12(1,2) with all directed arrows reversed"
P3,receiver_standpoint_magnitude_c,c12_side_broken,12,48,4,0.14861798637206824,0.594471945488273,-0.0031819317003718216,0.03196803888805018,0.003317106191029796,-0.005137507041266857,0.5306122448979592,degree-matched C12 side-correspondence-broken control
P3,receiver_standpoint_magnitude_c,c12_shuffled,12,48,4,0.14861798637206824,0.594471945488273,-0.00020117351422099342,0.03310857266662213,-0.007501316721592546,-0.0044628341238686815,0.673469387755102,C12 capacity-preserving target-shuffled control
P3,receiver_standpoint_magnitude_c,c10,10,40,4,0.14861798637206824,0.594471945488273,0.0006622035907017411,0.03519414921512451,-0.0002184092517331888,0.004607385915732659,0.4897959183673469,"C10(1,2) neighbouring-cycle control"
P3,receiver_standpoint_magnitude_c,c11,11,44,4,0.14861798637206824,0.594471945488273,0.0043045003094880656,0.02607512769807184,0.009420116478720654,0.0056140103362857935,0.3469387755102041,"C11(1,2) neighbouring-cycle control"
P3,receiver_standpoint_magnitude_c,c13,13,52,4,0.14861798637206824,0.594471945488273,0.00870274992171854,0.02538005280664848,0.010759973455084244,0.008997966264734552,0.30612244897959184,"C13(1,2) neighbouring-cycle control"
P3,receiver_standpoint_magnitude_c,c14,14,56,4,0.14861798637206824,0.594471945488273,-0.015907666924078617,0.026460358072350164,-0.013982137934309649,-0.010834046233230123,0.7142857142857143,"C14(1,2) neighbouring-cycle control"
P4,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,6,0.1311559858953852,0.7869359153723112,0.0031878003981695596,0.02319085796981903,0.0035733610875104964,0.002809147283921333,0.32653061224489793,12 nodes with no coupling edges
P4,receiver_standpoint_magnitude_c,c12_1_2,12,48,6,0.1311559858953852,0.7869359153723112,-0.00018375511377500086,0.012627923467431133,0.008038207759651904,-0.0022917699979646744,0.4897959183673469,primary Luke/D12RG normalized readout candidate
P4,receiver_standpoint_magnitude_c,c12_reversed,12,48,6,0.1311559858953852,0.7869359153723112,7.831782305502017e-06,0.012652093104608077,0.0020696158757568567,-0.0027151057000429045,0.5306122448979592,"C12(1,2) with all directed arrows reversed"
P4,receiver_standpoint_magnitude_c,c12_side_broken,12,48,6,0.1311559858953852,0.7869359153723112,0.001773823402402024,0.01578417147315098,0.0006296015504939129,-0.0014965096479397232,0.5102040816326531,degree-matched C12 side-correspondence-broken control
P4,receiver_standpoint_magnitude_c,c12_shuffled,12,48,6,0.1311559858953852,0.7869359153723112,0.004711884883108791,0.012243081388450256,0.0043534098417238485,0.0014048517551715654,0.40816326530612246,C12 capacity-preserving target-shuffled control
P4,receiver_standpoint_magnitude_c,c10,10,40,6,0.1311559858953852,0.7869359153723112,0.00043758260403810426,0.01166321007991397,-0.00031302257806923244,0.0009664013359322726,0.4897959183673469,"C10(1,2) neighbouring-cycle control"
P4,receiver_standpoint_magnitude_c,c11,11,44,6,0.1311559858953852,0.7869359153723112,-0.0034221481432569686,0.009828588824694614,-0.0005413503401273281,-0.0032333934445620723,0.5510204081632653,"C11(1,2) neighbouring-cycle control"
P4,receiver_standpoint_magnitude_c,c13,13,52,6,0.1311559858953852,0.7869359153723112,0.0006047589677449818,0.013683766851860518,0.0024019001413612137,0.00023412687055814757,0.5102040816326531,"C13(1,2) neighbouring-cycle control"
P4,receiver_standpoint_magnitude_c,c14,14,56,6,0.1311559858953852,0.7869359153723112,0.004025099957444124,0.01409767092661828,0.0028804233585603186,0.0026998018533579997,0.42857142857142855,"C14(1,2) neighbouring-cycle control"
P5,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,9,0.07861981075663244,0.707578296809692,1.4196949329431502e-05,0.015042320710286949,0.0028766619501885047,0.002610101912665417,0.42857142857142855,12 nodes with no coupling edges
P5,receiver_standpoint_magnitude_c,c12_1_2,12,48,9,0.07861981075663244,0.707578296809692,0.005959570213582448,0.010817529608834498,0.004891178416794615,0.009680865041538006,0.22448979591836735,primary Luke/D12RG normalized readout candidate
P5,receiver_standpoint_magnitude_c,c12_reversed,12,48,9,0.07861981075663244,0.707578296809692,-0.0025126434707038827,0.012031818952342972,0.0001371128285229512,-0.0031951628813656355,0.5714285714285714,"C12(1,2) with all directed arrows reversed"
P5,receiver_standpoint_magnitude_c,c12_side_broken,12,48,9,0.07861981075663244,0.707578296809692,0.00041379227706248413,0.010332273423082646,-0.0021345311419880084,0.005362504336987768,0.46938775510204084,degree-matched C12 side-correspondence-broken control
P5,receiver_standpoint_magnitude_c,c12_shuffled,12,48,9,0.07861981075663244,0.707578296809692,0.001254815397731425,0.014079965805728076,0.004961023866101645,0.0025893229139821766,0.3469387755102041,C12 capacity-preserving target-shuffled control
P5,receiver_standpoint_magnitude_c,c10,10,40,9,0.07861981075663244,0.707578296809692,0.0024415017687348275,0.013964315855790792,-0.0008707509337974517,0.0008966914989499946,0.4897959183673469,"C10(1,2) neighbouring-cycle control"
P5,receiver_standpoint_magnitude_c,c11,11,44,9,0.07861981075663244,0.707578296809692,0.004220936912734408,0.012969202353033558,0.0030798775768444966,0.004723848050488104,0.3877551020408163,"C11(1,2) neighbouring-cycle control"
P5,receiver_standpoint_magnitude_c,c13,13,52,9,0.07861981075663244,0.707578296809692,0.00527287145375771,0.013856026229475073,0.002895124326167877,0.0003126696900987297,0.40816326530612246,"C13(1,2) neighbouring-cycle control"
P5,receiver_standpoint_magnitude_c,c14,14,56,9,0.07861981075663244,0.707578296809692,-0.0023205925174748514,0.015403580715405613,-0.0023627906505909024,-0.0026338631874942803,0.5918367346938775,"C14(1,2) neighbouring-cycle control"
P6,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,5,0.11079367423697628,0.5539683711848814,-0.007204279529426787,0.029418147417540924,-0.007302985308632901,-0.00710586784233751,0.7346938775510204,12 nodes with no coupling edges
P6,receiver_standpoint_magnitude_c,c12_1_2,12,48,5,0.11079367423697628,0.5539683711848814,-0.010775386713779658,0.02583113002312512,-0.005382125779862158,-0.012304004767426756,0.7346938775510204,primary Luke/D12RG normalized readout candidate
P6,receiver_standpoint_magnitude_c,c12_reversed,12,48,5,0.11079367423697628,0.5539683711848814,0.0051032527530015925,0.018765242961870685,0.0033057703201207385,0.005867970830988987,0.40816326530612246,"C12(1,2) with all directed arrows reversed"
P6,receiver_standpoint_magnitude_c,c12_side_broken,12,48,5,0.11079367423697628,0.5539683711848814,-0.0014571387910306485,0.03128877558939868,-0.006391568518044785,-0.006133463523552241,0.6326530612244898,degree-matched C12 side-correspondence-broken control
P6,receiver_standpoint_magnitude_c,c12_shuffled,12,48,5,0.11079367423697628,0.5539683711848814,-0.002607679152065769,0.03562147363552883,-0.0029757950038542757,0.0003886528284097355,0.4489795918367347,C12 capacity-preserving target-shuffled control
P6,receiver_standpoint_magnitude_c,c10,10,40,5,0.11079367423697628,0.5539683711848814,0.011666600701439767,0.026490100620985984,0.01516894722499431,0.009159053347973994,0.22448979591836735,"C10(1,2) neighbouring-cycle control"
P6,receiver_standpoint_magnitude_c,c11,11,44,5,0.11079367423697628,0.5539683711848814,-0.0006114906280754451,0.040152098544619826,-0.0006951547487633806,-0.006639713371193015,0.5714285714285714,"C11(1,2) neighbouring-cycle control"
P6,receiver_standpoint_magnitude_c,c13,13,52,5,0.11079367423697628,0.5539683711848814,-0.012810415964574051,0.02587222902667637,-0.026224436639286856,-0.012431738784073996,0.7959183673469388,"C13(1,2) neighbouring-cycle control"
P6,receiver_standpoint_magnitude_c,c14,14,56,5,0.11079367423697628,0.5539683711848814,-0.0017843432960615985,0.02449880233087004,0.003370891081062661,-0.0009159858497293289,0.4897959183673469,"C14(1,2) neighbouring-cycle control"
P7,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,3,0.14297743697005064,0.42893231091015194,-0.018760001254182878,0.05411810683161623,-0.020796549497313917,-0.021681870625631438,0.7346938775510204,12 nodes with no coupling edges
P7,receiver_standpoint_magnitude_c,c12_1_2,12,48,3,0.14297743697005064,0.42893231091015194,-0.0031171280312822874,0.028958537362227536,-0.0026801071686712074,-0.015682491964820973,0.6530612244897959,primary Luke/D12RG normalized readout candidate
P7,receiver_standpoint_magnitude_c,c12_reversed,12,48,3,0.14297743697005064,0.42893231091015194,-0.004800955275796434,0.03038190438108163,-0.003685788406844328,-0.0030441481517660234,0.6122448979591837,"C12(1,2) with all directed arrows reversed"
P7,receiver_standpoint_magnitude_c,c12_side_broken,12,48,3,0.14297743697005064,0.42893231091015194,0.006279714875574757,0.03488739369403302,0.017910140215692393,-0.0008332738190091685,0.3673469387755102,degree-matched C12 side-correspondence-broken control
P7,receiver_standpoint_magnitude_c,c12_shuffled,12,48,3,0.14297743697005064,0.42893231091015194,-0.004879846267660495,0.038160657521712334,0.005340244976353652,-0.0036988371800584447,0.3877551020408163,C12 capacity-preserving target-shuffled control
P7,receiver_standpoint_magnitude_c,c10,10,40,3,0.14297743697005064,0.42893231091015194,0.018246886805192864,0.03640483998344575,0.022810282241285614,0.020296977378028585,0.24489795918367346,"C10(1,2) neighbouring-cycle control"
P7,receiver_standpoint_magnitude_c,c11,11,44,3,0.14297743697005064,0.42893231091015194,0.010232893877804952,0.035830084774567846,0.009821772076749875,0.009005489217228928,0.40816326530612246,"C11(1,2) neighbouring-cycle control"
P7,receiver_standpoint_magnitude_c,c13,13,52,3,0.14297743697005064,0.42893231091015194,-0.0023185039932651762,0.04289788020563789,-0.0023455600300462225,-0.013827158159502237,0.5510204081632653,"C13(1,2) neighbouring-cycle control"
P7,receiver_standpoint_magnitude_c,c14,14,56,3,0.14297743697005064,0.42893231091015194,-0.0061609534532901964,0.037320201284620554,-0.0056936913129441834,0.0007764955517544584,0.4897959183673469,"C14(1,2) neighbouring-cycle control"
P8,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,2,0.125,0.25,,,,,,12 nodes with no coupling edges
P8,receiver_standpoint_magnitude_c,c12_1_2,12,48,2,0.125,0.25,,,,,,primary Luke/D12RG normalized readout candidate
P8,receiver_standpoint_magnitude_c,c12_reversed,12,48,2,0.125,0.25,,,,,,"C12(1,2) with all directed arrows reversed"
P8,receiver_standpoint_magnitude_c,c12_side_broken,12,48,2,0.125,0.25,,,,,,degree-matched C12 side-correspondence-broken control
P8,receiver_standpoint_magnitude_c,c12_shuffled,12,48,2,0.125,0.25,,,,,,C12 capacity-preserving target-shuffled control
P8,receiver_standpoint_magnitude_c,c10,10,40,2,0.125,0.25,,,,,,"C10(1,2) neighbouring-cycle control"
P8,receiver_standpoint_magnitude_c,c11,11,44,2,0.125,0.25,,,,,,"C11(1,2) neighbouring-cycle control"
P8,receiver_standpoint_magnitude_c,c13,13,52,2,0.125,0.25,,,,,,"C13(1,2) neighbouring-cycle control"
P8,receiver_standpoint_magnitude_c,c14,14,56,2,0.125,0.25,,,,,,"C14(1,2) neighbouring-cycle control"
P9,receiver_standpoint_magnitude_c,no_topology_baseline,12,0,1,0.1,0.1,,,,,,12 nodes with no coupling edges
P9,receiver_standpoint_magnitude_c,c12_1_2,12,48,1,0.1,0.1,,,,,,primary Luke/D12RG normalized readout candidate
P9,receiver_standpoint_magnitude_c,c12_reversed,12,48,1,0.1,0.1,,,,,,"C12(1,2) with all directed arrows reversed"
P9,receiver_standpoint_magnitude_c,c12_side_broken,12,48,1,0.1,0.1,,,,,,degree-matched C12 side-correspondence-broken control
P9,receiver_standpoint_magnitude_c,c12_shuffled,12,48,1,0.1,0.1,,,,,,C12 capacity-preserving target-shuffled control
P9,receiver_standpoint_magnitude_c,c10,10,40,1,0.1,0.1,,,,,,"C10(1,2) neighbouring-cycle control"
P9,receiver_standpoint_magnitude_c,c11,11,44,1,0.1,0.1,,,,,,"C11(1,2) neighbouring-cycle control"
P9,receiver_standpoint_magnitude_c,c13,13,52,1,0.1,0.1,,,,,,"C13(1,2) neighbouring-cycle control"
P9,receiver_standpoint_magnitude_c,c14,14,56,1,0.1,0.1,,,,,,"C14(1,2) neighbouring-cycle control"
