heldout_label,c12_mean,effect_vs_no_topology,effect_vs_reversed,effect_vs_side_broken,effect_vs_shuffled,effect_vs_c10,effect_vs_c11,effect_vs_c13,effect_vs_c14,n_positive_specificity_controls,min_specificity_margin,is_registered_survivor,is_strict_survivor,is_collapsed,survival_group,side_correspondence_margin,ring_orientation_margin,twelvefold_neighbor_margin,event_count,mean_abs_rstar,q75_abs_rstar,mean_receiver_asymmetry,mean_receiver_total,mean_standpoint_separation,mean_magnitude_balance,mean_magnitude_total,selected_b74b_event_count,selected_b74b_mean_strength,selected_b74b_phase_coverage,selected_b74b_phase_concentration,b74c_n_thresholds,b74c_mean_c12,b74c_mean_positive_controls,b74c_max_positive_controls,b74c_mean_min_margin,b74c_best_min_margin,b74c_mean_side_margin,b74c_mean_orientation_margin,b74c_mean_neighbor_margin,fold_index,mod12_position,mod12_complement_to_12,mod24_position,prime_factors,has_factor_3,has_factor_5,has_factor_7,additive_order_mod12,additive_order_mod24,cyclotomic_recognized_marker,x3_interaction_marker,complement_direction_marker,full_mod12_generator,high_order_mod24_generator,group_completion_proxy,any_arithmetic_marker
P2,-0.0033403575968004,-0.0035893872729905,-0.0024991428611833,-0.0107227375767811,-0.0117555932685238,-0.0060669180844077,-0.0104106903463269,-0.0046060577655368,0.0028554099094078,1,-0.0117555932685238,False,False,True,collapsed_or_weak,-0.0112391654226524,-0.0024991428611833,-0.0045570640717159,21,0.7225626311392238,1.0472745121552642,0.1133517516207446,0.3369238536352024,0.3573372936860649,-0.0,0.3573372936860649,8,1.1887574007124608,0.1666666666666666,0.9946684520290686,5,-0.0010302248294647,2.0,4.0,-0.0098526540649222,-0.0077087178163853,-0.002753659828104,-1.0926475799975018e-05,-0.0018744333790321,2,2,10,2,2,False,False,False,6,12,False,False,False,False,True,True,True
P20,0.0003082164051788,0.0031437047352392,0.0043066355115738,0.0003039697802871,-0.0020372637369871,-0.0006834772028636,0.0007859289334516,0.000561763999243,0.0014785720689563,6,-0.0020372637369871,False,False,False,intermediate,-0.00086664697835,0.0043066355115738,0.0005356969496968,20,0.8746762144450028,1.12029474160395,0.0396945468259924,0.3799944948817849,0.3427407146665842,-0.0,0.3427407146665842,9,1.2548450048704396,0.1666666666666666,0.993639684334763,5,-0.0018324129209719,3.2,7.0,-0.007054184630581,-0.0030586231767628,-0.0026859333849591,-1.9754743686439817e-05,-0.0011346482388679,20,8,4,20,2x2x5,False,True,False,3,6,False,False,False,False,False,False,False
P21,0.005071639629572,0.0104312601059054,0.0071059228852614,0.0043755778150367,0.0082814847502906,0.0042036395707809,-0.0002232997982367,0.0029058080572053,0.0046246825452632,7,-0.0002232997982367,True,True,False,registered_survivor,0.0063285312826636,0.0071059228852614,0.0028777075937531,16,0.543893059737055,0.7712971725937917,-0.0438844720082971,0.4837439478429669,0.3016201652766181,-0.0,0.3016201652766181,6,1.036155264834093,0.1666666666666666,0.9984573130757552,5,-0.0027640806889789,3.0,8.0,-0.0118799642939782,0.0013458848691466,-0.0040627446455966,-0.0077816379746112,-0.0026429115522513,21,9,3,21,3x7,True,False,True,4,8,False,True,True,False,False,True,True
P22,0.0007535660483222,-0.0052509982733732,-0.0042666067717092,0.0100013566897971,-0.0093008341993649,0.0040750053407919,-0.0249227331325231,0.0262448691440559,0.007126681199293,4,-0.0249227331325231,False,False,False,intermediate,0.0003502612452161,-0.0042666067717092,0.0031309556379044,16,0.6823168132329613,0.9664287599685945,0.1124638295388526,0.3267026509760751,0.2791082563985375,-0.0,0.2791082563985375,3,1.384930841456109,0.1666666666666666,0.9984636139327064,5,-0.0038176147116528,1.2,2.0,-0.0114826152476984,-0.0058671942700889,-0.0055301840736345,0.001206551140345,-0.0039915939980689,22,10,2,22,2x11,False,False,False,6,12,False,False,False,False,True,True,True
P23,-0.0052539799464568,-0.0067028863669484,0.0019159286423452,-0.0087968811636092,-0.0120411908405216,-0.0096657975157412,-0.0047446149472758,-0.005851447711586,-0.0008798953416262,1,-0.0120411908405216,False,False,True,collapsed_or_weak,-0.0104190360020654,0.0019159286423452,-0.0052854388790573,14,0.7802091203543339,1.0141630941623805,-0.0094975245124511,0.3996449063256947,0.3009686951146744,-0.0,0.3009686951146744,6,1.1322642086017154,0.1666666666666666,0.9907085155842258,5,0.0016710491200061,3.0,6.0,-0.0073819037433786,-0.0048577157381519,0.0005286601180794,0.0031905417162484,0.0032471502520433,23,11,1,23,23,False,False,False,12,24,False,False,False,True,True,True,True
P24,0.0015234985164571,0.0066498010903606,0.0086465261647521,0.0039743401150851,0.0029522387481495,-0.0014802214634953,0.0025366787651991,-0.0003460606259333,0.0028539152838165,6,-0.0014802214634953,False,False,False,intermediate,0.0034632894316173,0.0086465261647521,0.0008910779898967,22,0.6751846661837555,0.7906678763281074,0.00666285391542,0.3837926842557386,0.2790312271387681,-0.0,0.2790312271387681,5,1.3271164544067489,0.1666666666666666,0.9900934497337488,5,0.0026666270107317,4.6,7.0,-0.0057192790518632,-0.0018812814057227,-0.00030034956562,0.0037589656716073,0.003581426414405,24,0,0,0,2x2x2x3,True,False,False,1,1,False,False,False,False,False,False,False
P25,3.062847327025183e-05,-0.0041965044913364,-0.0037343887042492,0.0048546054101095,-0.0017244460472642,-0.0006852148111403,0.0061990488200083,0.0011937605454825,0.0034443776047215,4,-0.0041965044913364,False,False,False,intermediate,0.0015650796814226,-0.0037343887042492,0.002537993039768,18,0.9595292679987026,1.0688227839407718,0.0576434656716661,0.3901069399040485,0.346344576617415,-0.0,0.346344576617415,5,2.2736106181924014,0.1666666666666666,0.9836811055798332,5,-0.0001886097451425,5.0,7.0,-0.0128371523840517,-0.0074400923204895,0.0019493419714842,0.0002436961372534,0.0012546664011167,25,1,11,1,5x5,False,True,False,12,24,False,False,False,True,True,True,True
P26,-0.0017624533338245,-0.0011088459489089,0.0031933145338668,-0.0059244649456597,-0.0013693199451983,-0.0068577798153102,-0.0043083643722338,-0.0127249316659253,-0.0092824278135097,1,-0.0127249316659253,False,False,True,collapsed_or_weak,-0.0036468924454289,0.0031933145338668,-0.0082933759167447,19,0.6239414950910743,0.8488068482275712,0.0412253492717325,0.3817076598327657,0.2392491680730779,-0.0,0.2392491680730779,4,1.145910683856207,0.1666666666666666,0.98478945210773,5,0.0032166498094954,4.2,7.0,-0.0089015234880811,-0.0054837213780222,0.0033003468197181,0.0111793428702751,0.0014096685180401,26,2,10,2,2x13,False,False,False,6,12,False,False,False,False,True,True,True
P3,-0.0004091025639945,0.0062810609582671,-0.0053740614637849,0.0027728291363772,-0.0002079290497736,-0.0010713061546963,-0.0047136028734826,-0.0091118524857131,0.015498564360084,3,-0.0091118524857131,False,False,True,collapsed_or_weak,0.0012824500433018,-0.0053740614637849,0.000150450711548,22,0.7272786840139687,1.1290928164299634,0.0777650987453332,0.3699133751958828,0.2823990414182381,-0.0,0.2823990414182381,4,1.906862939361344,0.1666666666666666,0.9929470501132568,5,0.0053169412668535,5.4,8.0,-0.0046379382658694,0.0005484247794562,0.0064547966777348,0.005061981012436,0.003705991261553,3,3,9,3,3,True,False,False,4,8,False,False,False,False,False,False,False
P4,-0.000183755113775,-0.0033715555119445,-0.0001915868960805,-0.001957578516177,-0.0048956399968837,-0.0006213377178131,0.0032383930294819,-0.0007885140815199,-0.0042088550712191,1,-0.0048956399968837,False,False,True,collapsed_or_weak,-0.0034266092565303,-0.0001915868960805,-0.0005950784602675,19,0.6635017644004326,1.062365107897063,0.0252051468056172,0.2934300321183022,0.2879559939946509,-0.0,0.2879559939946509,6,0.9690488366427832,0.1666666666666666,0.9921365229615708,5,0.0005790646835847,4.0,8.0,-0.0075809093627224,0.0012572721905592,-0.000267991789388,0.0014569370583669,0.0014665317193177,4,4,8,4,2x2,False,False,False,3,6,False,False,False,False,False,False,False
P5,0.0059595702135824,0.005945373264253,0.0084722136842863,0.0055457779365199,0.004704754815851,0.0035180684448476,0.001738633300848,0.0006866987598247,0.0082801627310572,8,0.0006866987598247,True,True,False,registered_survivor,0.0051252663761854,0.0084722136842863,0.0035558908091443,22,0.6692972177594801,0.9281343731616338,0.0673465239513216,0.3551648767032772,0.2859812303939701,-0.0,0.2859812303939701,9,0.900986087517943,0.1666666666666666,0.995915288028836,5,0.0033980168374566,4.2,7.0,-0.004663226156734,-0.0039232806481049,0.005494012622685,0.0015319169087372,0.0030327313150546,5,5,7,5,5,False,True,False,12,24,True,False,True,True,True,True,True
P6,-0.0107753867137796,-0.0035711071843528,-0.0158786394667812,-0.009318247922749,-0.0081677075617138,-0.0224419874152194,-0.0101638960857042,0.0020350292507943,-0.008991043417718,1,-0.0224419874152194,False,False,True,collapsed_or_weak,-0.0087429777422314,-0.0158786394667812,-0.0098904744169618,15,0.5271628998944546,0.8214782516081114,-0.0104288381105006,0.417761971113352,0.2487389221145413,-0.0,0.2487389221145413,5,0.7592850951206731,0.1666666666666666,0.9980609389388472,5,-0.0020804444276118,2.4,5.0,-0.0074429050206855,-0.0054344180345289,-0.0011642539260032,-0.0035508014471285,-0.0001329282897441,6,6,6,6,2x3,True,False,False,2,4,False,False,False,False,False,False,False
P7,-0.0031171280312822,0.0156428732229005,0.0016838272445141,-0.009396842906857,0.0017627182363782,-0.0213640148364751,-0.0133500219090872,-0.0007986240380171,0.0030438254220079,4,-0.0213640148364751,False,False,True,collapsed_or_weak,-0.0038170623352394,0.0016838272445141,-0.0081172088403928,20,0.4887756827033642,0.5904502592826164,-0.0211665689107589,0.3507715692689095,0.2119328234266058,-0.0,0.2119328234266058,3,0.8835837092610652,0.1666666666666666,0.9768634299367274,4,-0.0037022766980989,2.25,5.0,-0.0157809905819076,-0.0053398953670996,0.0016375558160628,0.0009409042489497,-0.0074984789125101,7,7,5,7,7,False,False,True,12,24,False,False,True,True,True,True,True
P8,,,,,,,,,,0,,False,False,True,collapsed_or_weak,,,,18,0.9331345885119346,1.181199459534663,0.0301771054869074,0.2357059726915898,0.2562089662775633,-0.0,0.2562089662775633,2,2.9262771559308662,0.1666666666666666,0.9980096350665506,5,0.0110889554693623,3.0,8.0,0.0031194951327608,0.0092115209272603,0.0126913509071491,0.0077299763154826,0.0113048720954383,8,8,4,8,2x2x2,False,False,False,3,3,False,False,False,False,False,False,False
P9,,,,,,,,,,0,,False,False,True,collapsed_or_weak,,,,17,0.4305910294222763,0.563946219039363,0.0798981202689847,0.3635495408837814,0.2419663969992533,-0.0,0.2419663969992533,1,1.5285522165810592,0.0833333333333333,1.0,5,-0.0084575056392719,1.0,5.0,-0.0167596651800644,-0.0047133421848899,-0.0100097522618334,-0.0098785379829896,-0.0055010188844664,9,9,3,9,3x3,True,False,False,4,8,False,False,False,False,False,False,False
