topology_class,topology_name,topology_role,n_nodes,n_directed_edges,edge_convention,event_class,condition,mu_sector,closed_walk_count,closed_walks_per_node,n_seed_events,mean_seed_strength,total_impulse_budget,effect_vs_time_shifted,effect_vs_random_event,mu_p_value,notes,mu_differentiated_recovery,mu_differentiated_recovery_sd,mu_late_window_stability,mu_late_window_stability_sd,mu_post_event_score,mu_post_event_score_sd,mu_recovery_improvement,mu_recovery_improvement_sd,n_events_evaluated,n_events_evaluated_sd,mu_q_value,directional_endogenous_gt_both_controls,mu_diagnostic_interpretation
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,time_shifted,20,1100589330432,91715777536.0,57,0.09331239298409179,5.318806400093232,,,,primary Luke/D12RG normalized readout candidate,-0.00015650688608237552,0.003920539389058117,0.6659149260658073,0.06986397551908642,0.4958388122049767,0.015065076989796674,0.0009643355918312798,0.007561720328559562,23.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,random_event,20,1100589330432,91715777536.0,57,0.09331239298409179,5.318806400093232,,,,primary Luke/D12RG normalized readout candidate,-0.0033266528314747036,0.004465326423559161,0.49716232536653704,0.07595156881875728,0.48384946425072606,0.010756000337986722,-0.007810540799390642,0.009347356365615022,56.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,endogenous,24,281534851989504,23461237665792.0,57,0.09331239298409179,5.318806400093232,-0.0012594736388163723,-0.0019773239102723154,0.6708074534161491,primary Luke/D12RG normalized readout candidate,-0.004149432219402732,0.004025974816814648,0.13121576691393325,0.05895381310320796,0.5005414853610507,0.010655128995461918,-0.011358376418496222,0.007981857819048059,21.0,0.0,0.8863521907000167,False,no_directional_mu_sector_advantage
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,time_shifted,24,281534851989504,23461237665792.0,57,0.09331239298409179,5.318806400093232,,,,primary Luke/D12RG normalized readout candidate,-0.0028899585805863596,0.00420247565592442,0.222688434145848,0.13501475654372888,0.48882629926500076,0.011685227719997854,-0.007768874032504503,0.008136520876156707,23.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,random_event,24,281534851989504,23461237665792.0,57,0.09331239298409179,5.318806400093232,,,,primary Luke/D12RG normalized readout candidate,-0.0021721083091304164,0.004609355064741937,0.3763576387240615,0.07646609147313624,0.5045032246155594,0.010513734821905865,-0.006498718111503908,0.00890925945573272,56.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,endogenous,2,48,4.0,57,0.09102846804812097,5.188622678742895,0.004744388692813542,0.002770110372109577,0.18012422360248448,primary Luke/D12RG normalized readout candidate,0.0048102975578734565,0.004531913780366772,0.8823705014552891,0.016851124300796546,0.4700321028511931,0.02502151851315657,0.006844395300345136,0.006796705438591069,23.0,0.0,0.8575270538515719,True,directional_mu_sector_signal_not_fdr_confirmed
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,time_shifted,2,48,4.0,57,0.09102846804812097,5.188622678742895,,,,primary Luke/D12RG normalized readout candidate,6.590886505991452e-05,0.004591939695083042,0.9107507853453789,0.01086603263417234,0.4765244467264317,0.015684434273250586,0.0009289174033524904,0.006779546952775416,25.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,random_event,2,48,4.0,57,0.09102846804812097,5.188622678742895,,,,primary Luke/D12RG normalized readout candidate,0.0020401871857638793,0.004022287076856896,0.9225237550897951,0.0073210363958347595,0.5103786478173682,0.022113619538869273,0.004469929124100182,0.006713363284874504,56.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,endogenous,3,72,6.0,57,0.09102846804812097,5.188622678742895,-0.0007797089486529041,-0.0049083909390491174,0.7701863354037267,primary Luke/D12RG normalized readout candidate,-0.004988578060015325,0.0046074670819655,0.9236458910808679,0.019540523249277502,0.47286941976198504,0.02547806894873186,-0.006491942020916344,0.008066014162462377,23.0,0.0,0.8908179301055152,False,no_directional_mu_sector_advantage
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,time_shifted,3,72,6.0,57,0.09102846804812097,5.188622678742895,,,,primary Luke/D12RG normalized readout candidate,-0.004208869111362421,0.0038703746607824945,0.9528256158760218,0.016639025369669182,0.4588851947571991,0.016867244801213408,-0.005545963542465595,0.005670756041430617,25.0,0.0,,False,control_condition
