source_file,condition,column,n_values,lift_overlap_score_8_12_24,entropy_deficit_D8,entropy_deficit_D12,entropy_deficit_D24,raw_p_vs_uniform_phase,fdr_q_vs_uniform_phase
IDPC_Reproduction/Chapter3/ricci_eps72_restoring_test.csv,observed,eps72_deg,650,2.8366940315210374,1.3900102085160846,1.3774155865248359,1.481595028434747,0.000999000999000999,0.002040512678810551
IDPC_Reproduction/Chapter3/ricci_eps72_restoring_test.csv,observed,deps72_deg,650,1.1941368571130635,0.9886766749767171,1.075662975194966,1.1228547860753904,0.000999000999000999,0.002040512678810551
IDPC_Reproduction/Chapter3/ricci_phase_sync_summary.csv,observed,circ_mean_deg,26,5.872986808600011,1.3892558656610317,1.7947209737691963,2.3554823159955287,0.000999000999000999,0.002040512678810551
IDPC_Reproduction/Chapter3/ricci_phase_sync_summary.csv,observed,mean_abs_dpsi_deg,26,6.773143733722759,1.539237399290975,1.9953547561650715,2.205284192098463,0.000999000999000999,0.002040512678810551
IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,observed,phase,226,0.9546347156332877,0.6169119842722706,0.9863547270092006,1.568848064748607,0.000999000999000999,0.002040512678810551
IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,observed,phase_z,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,observed,phi,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,observed,dphi,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,observed,distance,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,observed,distance_z,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
IDPC_Reproduction/event_level_with_fes_phase_TRUE_RICCI.csv,observed,r_local,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
