anchor_name,event_class,basis,rank,readout_score,n_events,C10_minus_C12,D24_minus_C12,best_basis,best_score
utc_weekly_phase,residual_contraction_low_distance,12,4,0.2441033765549948,57,0.2640608693454415,-0.006085281999896774,8,0.5595368889629571
utc_weekly_phase,residual_contraction_low_distance,24,5,0.23801809455509804,57,0.2640608693454415,-0.006085281999896774,8,0.5595368889629571
utc_weekly_phase,ricci_phase_sync_high_lock_session,10,1,0.5975358067519785,7,0.1358784230857341,-0.05060740004383307,10,0.5975358067519785
utc_weekly_phase,ricci_phase_sync_high_lock_session,16,2,0.5027498858937595,7,0.1358784230857341,-0.05060740004383307,10,0.5975358067519785
utc_weekly_phase,ricci_phase_sync_high_lock_session,8,3,0.47849784867005574,7,0.1358784230857341,-0.05060740004383307,10,0.5975358067519785
utc_weekly_phase,ricci_phase_sync_high_lock_session,12,4,0.46165738366624437,7,0.1358784230857341,-0.05060740004383307,10,0.5975358067519785
utc_weekly_phase,ricci_phase_sync_high_lock_session,24,5,0.4110499836224113,7,0.1358784230857341,-0.05060740004383307,10,0.5975358067519785
global_elapsed_phase,FES_phase_transition,10,1,0.7512173936907336,192,0.06815337592218929,-0.16163479653316948,10,0.7512173936907336
global_elapsed_phase,FES_phase_transition,8,2,0.7049267776061461,192,0.06815337592218929,-0.16163479653316948,10,0.7512173936907336
global_elapsed_phase,FES_phase_transition,12,3,0.6830640177685443,192,0.06815337592218929,-0.16163479653316948,10,0.7512173936907336
global_elapsed_phase,FES_phase_transition,16,4,0.6143827921530124,192,0.06815337592218929,-0.16163479653316948,10,0.7512173936907336
global_elapsed_phase,FES_phase_transition,24,5,0.5214292212353748,192,0.06815337592218929,-0.16163479653316948,10,0.7512173936907336
global_elapsed_phase,eps72_restoration_onset,10,1,0.7138277557946539,147,0.04388566893194146,-0.14897541191405594,10,0.7138277557946539
global_elapsed_phase,eps72_restoration_onset,8,2,0.6810159976016112,147,0.04388566893194146,-0.14897541191405594,10,0.7138277557946539
global_elapsed_phase,eps72_restoration_onset,12,3,0.6699420868627124,147,0.04388566893194146,-0.14897541191405594,10,0.7138277557946539
global_elapsed_phase,eps72_restoration_onset,16,4,0.5700539538121797,147,0.04388566893194146,-0.14897541191405594,10,0.7138277557946539
global_elapsed_phase,eps72_restoration_onset,24,5,0.5209666749486564,147,0.04388566893194146,-0.14897541191405594,10,0.7138277557946539
global_elapsed_phase,h_zero_crossing,10,1,0.7161716476486252,1309,0.05133444438603263,-0.18523575503752437,10,0.7161716476486252
